13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SY (N/m^2)
1123  ;-5,37207  ;2,47791  ;7,79232  ;-1,00739e+05
5079  ;-3,54363  ;7,8925  ;6,86732  ;-1,00740e+05
8033  ;-2,29621  ;8,13704  ;4,31403  ;-1,00740e+05
3537  ;-3,24109  ;5,21468  ;8,22639  ;-1,00741e+05
3753  ;-4,64989  ;2,94848  ;8,09038  ;-1,00742e+05
5326  ;-5,08321  ;2,19616  ;1,84502  ;-1,00743e+05
2953  ;-2,61354  ;6,8348  ;7,29115  ;-1,00745e+05
2165  ;-8,57958  ;5,10105  ;4,98616  ;-1,00745e+05
3162  ;-1,52729  ;1,91439  ;3,39364  ;-1,00746e+05
4588  ;-1,89107  ;6,95158  ;5,67541  ;-1,00746e+05
2963  ;-2,71899  ;6,46221  ;7,62359  ;-1,00746e+05
7297  ;-5,70955  ;8,54837  ;1,881  ;-1,00747e+05
1082  ;-8,3868  ;7,78576  ;3,81459  ;-1,00748e+05
907  ;-6,76509  ;6,40536  ;8,00215  ;-1,00749e+05
3580  ;-7,03349  ;7,5284  ;6,78745  ;-1,00751e+05
10849  ;-8,6598  ;6,81478  ;1,06399  ;-1,00752e+05
2717  ;-6,46157  ;3,7191  ;8,13296  ;-1,00754e+05
2141  ;-1,40418  ;6,66078  ;4,147  ;-1,00754e+05
8931  ;-8,81483  ;6,12523  ;2,49257  ;-1,00754e+05
3155  ;-1,91206  ;1,5476  ;3,33563  ;-1,00755e+05
4379  ;-2,86292  ;4,84931  ;2,03085  ;-1,00755e+05
4342  ;-3,0472  ;7,49398  ;6,99515  ;-1,00756e+05
7768  ;-2,29927  ;1,49434  ;1,01074  ;-1,00757e+05
3640  ;-8,35602  ;4,56934  ;6,32941  ;-1,00757e+05
6452  ;-1,41074  ;6,29867  ;4,34231  ;-1,00757e+05
5467  ;-2,6105  ;7,7749  ;5,82972  ;-1,00759e+05
9101  ;-7,0485  ;1,16927  ;2,88623  ;-1,00759e+05
3107  ;-8,8642  ;5,86487  ;1,98902  ;-1,00759e+05
3739  ;-2,37409  ;3,06386  ;6,86876  ;-1,00760e+05
4127  ;-3,18479  ;4,23132  ;8,12813  ;-1,00760e+05
4538  ;-1,2066  ;3,07386  ;1,96641  ;-1,00760e+05
4497  ;-7,2266  ;2,34886  ;6,35889  ;-1,00761e+05
4475  ;-5,05546  ;8,4509  ;5,94164  ;-1,00761e+05
9555  ;-2,06606  ;1,04524  ;2,66246  ;-1,00762e+05
2719  ;-6,12288  ;3,41296  ;8,12265  ;-1,00762e+05
3752  ;-4,80083  ;2,20519  ;7,52135  ;-1,00764e+05
5127  ;-4,94018  ;1,36909  ;4,42468  ;-1,00766e+05
2670  ;-7,6232  ;7,41126  ;5,98107  ;-1,00767e+05
3029  ;-4,21876  ;6,27226  ;8,27712  ;-1,00768e+05
4945  ;-3,88344  ;3,5371  ;8,13281  ;-1,00768e+05
3538  ;-3,10657  ;5,7096  ;8,08628  ;-1,00768e+05
4751  ;-2,31631  ;5,57927  ;7,60492  ;-1,00769e+05
3081  ;-8,24676  ;5,44636  ;6,74259  ;-1,00771e+05
4356  ;-2,26448  ;4,10878  ;7,37986  ;-1,00773e+05
2747  ;-7,22422  ;2,68051  ;6,8608  ;-1,00774e+05
3539  ;-3,52181  ;5,49098  ;8,24027  ;-1,00775e+05
5732  ;-2,68171  ;8,24181  ;4,62368  ;-1,00775e+05
4943  ;-3,36064  ;6,12863  ;8,09083  ;-1,00775e+05
8115  ;-1,0458  ;6,26352  ;2,50301  ;-1,00775e+05
3030  ;-3,77588  ;5,91001  ;8,24482  ;-1,00776e+05
4820  ;-2,87468  ;5,41646  ;2,0363  ;-1,00776e+05
6181  ;-4,35531  ;1,78296  ;6,70561  ;-1,00776e+05
4806  ;-8,82553  ;7,98638  ;2,71931  ;-1,00778e+05
2517  ;-7,26596  ;6,24144  ;7,63528  ;-1,00779e+05
4736  ;-4,43497  ;4,16205  ;8,3551  ;-1,00780e+05
1218  ;-5,65176  ;1,35807  ;4,57061  ;-1,00780e+05
3442  ;-6,62071  ;2,50136  ;7,27257  ;-1,00781e+05
10223  ;-8,54455  ;4,75193  ;5,36305  ;-1,00781e+05
8158  ;-8,58978  ;3,40555  ;4,06035  ;-1,00782e+05
3295  ;-4,99046  ;6,88153  ;8,10551  ;-1,00782e+05
1094  ;-7,42823  ;7,92814  ;1,35277  ;-1,00784e+05
3581  ;-6,93492  ;7,22065  ;7,32194  ;-1,00786e+05
3967  ;-7,31357  ;5,45971  ;1,97766  ;-1,00787e+05
4028  ;-5,18602  ;3,57123  ;8,26162  ;-1,00787e+05
2746  ;-6,91936  ;3,00265  ;7,52519  ;-1,00788e+05
811  ;-1,32877  ;6,28701  ;3,85609  ;-1,00788e+05
2508  ;-8,17279  ;4,2178  ;6,54635  ;-1,00788e+05
4890  ;-6,30484  ;5,86901  ;8,21602  ;-1,00789e+05
4032  ;-4,70924  ;3,70051  ;8,29552  ;-1,00790e+05
3938  ;-2,87099  ;3,35661  ;7,49048  ;-1,00791e+05
7348  ;-5,39859  ;3,2826  ;8,15658  ;-1,00791e+05
5527  ;-7,29767  ;1,89155  ;5,05983  ;-1,00791e+05
3730  ;-1,91196  ;3,26674  ;5,97177  ;-1,00792e+05
4459  ;-1,74274  ;2,8425  ;4,84643  ;-1,00793e+05
2202  ;-8,07303  ;6,1675  ;6,58719  ;-1,00793e+05
7915  ;-1,43188  ;4,84517  ;4,97621  ;-1,00795e+05
832  ;-7,76684  ;6,07752  ;7,26842  ;-1,00795e+05
6647  ;-1,3959  ;3,97558  ;4,38514  ;-1,00795e+05
2820  ;-7,41335  ;4,82235  ;7,7737  ;-1,00796e+05
9057  ;-7,20435  ;1,03141  ;2,48481  ;-1,00798e+05
4438  ;-7,89449  ;1,49748  ;3,31101  ;-1,00798e+05
3339  ;-2,10473  ;3,59878  ;6,77427  ;-1,00800e+05
4230  ;-7,17986  ;4,90879  ;2,02448  ;-1,00801e+05
10733  ;-8,00674  ;10  ;0,889665  ;-1,00801e+05
4731  ;-3,69614  ;4,45213  ;8,26053  ;-1,00802e+05
1015  ;-1,3023  ;3,77953  ;3,7614  ;-1,00803e+05
286  ;-3,5  ;10  ;0,866025  ;-1,00803e+05
6704  ;-5,88725  ;1,35754  ;4,16099  ;-1,00803e+05
3882  ;-8,03051  ;8,14455  ;3,80742  ;-1,00806e+05
7556  ;-6,63925  ;1,12852  ;2,5231  ;-1,00809e+05
4061  ;-3,7307  ;4,85665  ;8,28185  ;-1,00809e+05
5913  ;-7,02355  ;5,52022  ;7,98285  ;-1,00810e+05
2363  ;-3,37509  ;7,97733  ;6,2693  ;-1,00810e+05
4734  ;-4,1247  ;3,88992  ;8,24221  ;-1,00812e+05
3663  ;-6,37197  ;6,9642  ;7,74627  ;-1,00816e+05
5071  ;-2,99298  ;7,8965  ;5,97425  ;-1,00818e+05
3593  ;-5,70874  ;2,78164  ;7,80209  ;-1,00818e+05
4235  ;-8,70001  ;4,60587  ;3,47778  ;-1,00820e+05
5597  ;-7,02257  ;4,95359  ;7,98101  ;-1,00823e+05
4062  ;-4,01141  ;5,13295  ;8,29573  ;-1,00823e+05
4744  ;-2,20514  ;4,87916  ;7,31311  ;-1,00825e+05
2813  ;-7,15889  ;3,56098  ;7,58498  ;-1,00825e+05
4547  ;-8,3225  ;6,53285  ;5,36126  ;-1,00827e+05
1373  ;-3,13541  ;1,49819  ;4,30748  ;-1,00827e+05
3342  ;-1,94939  ;4,41869  ;6,9282  ;-1,00832e+05
4065  ;-4,15926  ;4,29444  ;8,26353  ;-1,00833e+05
4000  ;-8,14601  ;4,64559  ;6,74639  ;-1,00833e+05
2513  ;-7,67717  ;6,9908  ;6,51681  ;-1,00833e+05
1454  ;-3,51386  ;0,743409  ;1,84843  ;-1,00834e+05
4476  ;-4,62966  ;8,31785  ;6,15896  ;-1,00835e+05
4574  ;-7,69846  ;0,984204  ;2,4313  ;-1,00835e+05
4161  ;-4,04237  ;1,76601  ;6,22616  ;-1,00836e+05
8116  ;-1,27226  ;6,64119  ;1,96287  ;-1,00836e+05
2524  ;-7,21056  ;6,81734  ;7,36718  ;-1,00837e+05
3584  ;-4,75842  ;5,8342  ;8,29318  ;-1,00838e+05
3890  ;-8,27313  ;5,02636  ;6,54605  ;-1,00838e+05
4740  ;-2,89391  ;5,3165  ;7,91913  ;-1,00839e+05
4522  ;-6,57241  ;1,43155  ;4,12614  ;-1,00839e+05
3114  ;-4,15153  ;4,9821  ;2,15132  ;-1,00839e+05
4347  ;-5,30001  ;5,79953  ;8,271  ;-1,00840e+05
1013  ;-1,09487  ;2,94058  ;2,97617  ;-1,00841e+05
4343  ;-3,59885  ;7,59985  ;7,18922  ;-1,00842e+05
2773  ;-5,73154  ;3,6347  ;8,146  ;-1,00842e+05
4789  ;-1,02631  ;7,30423  ;2,41281  ;-1,00843e+05
5782  ;-8,28909  ;6,85321  ;1,41967  ;-1,00843e+05
1152  ;-1,49271  ;6,31033  ;4,82853  ;-1,00843e+05
4738  ;-4,71923  ;4,55282  ;8,33953  ;-1,00844e+05
1070  ;-5,97885  ;7,52304  ;7,4904  ;-1,00846e+05
7888  ;-5,01129  ;1,21314  ;1,70539  ;-1,00846e+05
3078  ;-7,58247  ;5,31667  ;7,53779  ;-1,00849e+05
4768  ;-1,46488  ;7,95251  ;3,33403  ;-1,00850e+05
174  ;0  ;7,5  ;0,866025  ;-1,00850e+05
1296  ;-7,2186  ;2,00408  ;1,40562  ;-1,00850e+05
2503  ;-7,71229  ;3,31855  ;6,75989  ;-1,00850e+05
9821  ;-5,14993  ;8,4957  ;1,19089  ;-1,00851e+05
4985  ;-7,00538  ;4,41178  ;7,86942  ;-1,00852e+05
4792  ;-8,81089  ;7,48005  ;2,78089  ;-1,00853e+05
2821  ;-7,67083  ;4,38973  ;7,40029  ;-1,00855e+05
1120  ;-6,44856  ;7,87099  ;6,71697  ;-1,00856e+05
1238  ;-1,84947  ;4,05447  ;1,55081  ;-1,00856e+05
5228  ;-5,71901  ;5,78249  ;8,25135  ;-1,00857e+05
3548  ;-3,2089  ;3,04737  ;1,83285  ;-1,00857e+05
3925  ;-1,74517  ;3,20164  ;5,1737  ;-1,00858e+05
170  ;0  ;2,47125  ;0,909964  ;-1,00859e+05
2664  ;-7,80381  ;7,46337  ;5,54552  ;-1,00859e+05
2952  ;-3,11024  ;7,11665  ;7,3095  ;-1,00862e+05
4884  ;-6,33329  ;4,82902  ;8,19186  ;-1,00865e+05
8110  ;-1,49867  ;5,95793  ;5,01974  ;-1,00865e+05
6456  ;-8,30272  ;7,3592  ;1,32352  ;-1,00865e+05
6628  ;-9,12583  ;8,14292  ;2,38695  ;-1,00865e+05
4933  ;-4,7088  ;1,74127  ;6,43111  ;-1,00866e+05
4518  ;-6,6146  ;4,54302  ;8,07673  ;-1,00866e+05
4732  ;-3,61877  ;3,98474  ;8,07468  ;-1,00867e+05
4932  ;-4,9935  ;4,09128  ;8,27995  ;-1,00868e+05
4883  ;-6,32707  ;5,21982  ;8,18588  ;-1,00868e+05
4753  ;-6,25117  ;6,28009  ;8,00908  ;-1,00869e+05
3590  ;-5,90124  ;2,33851  ;7,23446  ;-1,00873e+05
2367  ;-3,92674  ;8,08321  ;6,46336  ;-1,00873e+05
3759  ;-5,13391  ;2,30851  ;7,40864  ;-1,00875e+05
4886  ;-6,60936  ;5,50045  ;8,0726  ;-1,00876e+05
3652  ;-1,05806  ;0,317023  ;1,70049  ;-1,00876e+05
9468  ;-8,03524  ;8,57383  ;3,20683  ;-1,00876e+05
3920  ;-6,2137  ;7,69702  ;7,10368  ;-1,00877e+05
4800  ;-8,69495  ;7,42013  ;3,32509  ;-1,00877e+05
4963  ;-8,08646  ;5,01629  ;1,65927  ;-1,00878e+05
10018  ;-3,60233  ;1,6185  ;1,27443  ;-1,00878e+05
3534  ;-4,31554  ;5,47195  ;8,26088  ;-1,00879e+05
7298  ;-5,51828  ;8,87991  ;2,38188  ;-1,00880e+05
7767  ;-1,96472  ;1,68994  ;0,986615  ;-1,00887e+05
3731  ;-1,75013  ;3,56797  ;5,61657  ;-1,00889e+05
4887  ;-6,61558  ;5,10964  ;8,07857  ;-1,00890e+05
3336  ;-2,44412  ;6,88631  ;6,65946  ;-1,00890e+05
952  ;-6,7228  ;3,69765  ;7,83246  ;-1,00891e+05
4554  ;-8,38282  ;6,04117  ;5,39391  ;-1,00891e+05
3946  ;-2,60162  ;3,89153  ;7,39598  ;-1,00892e+05
3599  ;-5,64107  ;1,84732  ;6,57538  ;-1,00893e+05
5779  ;-7,73184  ;5,87736  ;1,7989  ;-1,00893e+05
3868  ;-4,10557  ;3,33407  ;2,02225  ;-1,00895e+05
3117  ;-4,15762  ;4,59126  ;2,15718  ;-1,00896e+05
3321  ;-5,29674  ;7,53936  ;7,45844  ;-1,00901e+05
1306  ;-1,50463  ;5,60554  ;5,21095  ;-1,00901e+05
3077  ;-7,96706  ;5,26482  ;6,96404  ;-1,00902e+05
5085  ;-5,55525  ;1,40944  ;3,8132  ;-1,00903e+05
10412  ;-7,27456  ;0,746825  ;0,577645  ;-1,00904e+05
953  ;-6,04542  ;3,08537  ;7,81185  ;-1,00905e+05
4914  ;-5,08744  ;1,07884  ;0,894526  ;-1,00906e+05
4063  ;-4,44351  ;4,68521  ;8,24795  ;-1,00906e+05
2163  ;-8,46453  ;5,52772  ;5,3582  ;-1,00906e+05
4318  ;-6,27954  ;4,18832  ;8,08728  ;-1,00911e+05
1018  ;-3,62758  ;6,87712  ;7,69513  ;-1,00912e+05
5006  ;-4,92432  ;4,73792  ;8,28055  ;-1,00913e+05
4204  ;-2,01753  ;5,70124  ;6,79272  ;-1,00913e+05
862  ;-1,48949  ;4,17164  ;5,00889  ;-1,00915e+05
3999  ;-7,83995  ;4,88404  ;7,16438  ;-1,00915e+05
2718  ;-6,38411  ;3,39151  ;7,82216  ;-1,00915e+05
282  ;-7,52923  ;10  ;0,909966  ;-1,00916e+05
2199  ;-8,05757  ;6,52663  ;6,04082  ;-1,00916e+05
4672  ;-1,0936  ;4,12473  ;2,12731  ;-1,00917e+05
2518  ;-6,96988  ;5,93129  ;7,77591  ;-1,00917e+05
4493  ;-6,8829  ;1,94574  ;5,54571  ;-1,00917e+05
4026  ;-5,47894  ;3,92517  ;8,14759  ;-1,00918e+05
3951  ;-2,40167  ;2,14259  ;5,00128  ;-1,00920e+05
4961  ;-7,56239  ;5,05544  ;1,98345  ;-1,00920e+05
5681  ;-0,709732  ;5,893  ;1,46045  ;-1,00922e+05
4594  ;-2,04608  ;6,44536  ;6,36638  ;-1,00923e+05
3738  ;-2,86388  ;2,97947  ;7,09532  ;-1,00924e+05
8567  ;-3,62868  ;8,76403  ;2,62146  ;-1,00924e+05
2786  ;-3,56985  ;6,72948  ;1,9297  ;-1,00926e+05
893  ;-3,82666  ;3,08175  ;7,70755  ;-1,00926e+05
4512  ;-5,3174  ;3,00337  ;7,82544  ;-1,00929e+05
964  ;-4,3338  ;1,42946  ;4,7283  ;-1,00931e+05
4718  ;-4,70123  ;8,60367  ;4,06576  ;-1,00931e+05
1119  ;-2,62303  ;4,41151  ;7,55903  ;-1,00933e+05
1230  ;-4,39549  ;8,59906  ;4,46974  ;-1,00933e+05
10085  ;-8,96671  ;2,67072  ;2,43364  ;-1,00934e+05
4485  ;-5,42285  ;8,36639  ;5,94539  ;-1,00935e+05
2514  ;-7,47076  ;5,76737  ;7,40905  ;-1,00936e+05
8114  ;-1,07205  ;6,7462  ;2,50753  ;-1,00938e+05
5536  ;-8,07746  ;2,60755  ;4,64059  ;-1,00938e+05
5209  ;-2,73529  ;1,72044  ;4,42438  ;-1,00941e+05
4151  ;-4,35612  ;1,72259  ;6,00352  ;-1,00941e+05
5014  ;-2,51582  ;5,17411  ;1,99934  ;-1,00942e+05
2965  ;-2,6126  ;6,1364  ;7,30625  ;-1,00946e+05
4353  ;-4,33433  ;2,19307  ;6,95459  ;-1,00947e+05
3424  ;-5,38138  ;9,17175  ;1,52841  ;-1,00947e+05
3290  ;-5,396  ;6,76267  ;7,92567  ;-1,00947e+05
1124  ;-6,43041  ;2,19912  ;6,6766  ;-1,00948e+05
1019  ;-4,61463  ;7,55568  ;7,42648  ;-1,00950e+05
1127  ;-8,54646  ;4,27327  ;4,89157  ;-1,00951e+05
2987  ;-3,31026  ;2,73495  ;7,21414  ;-1,00952e+05
3034  ;-4,1211  ;7,2164  ;7,5608  ;-1,00953e+05
4702  ;-7,72269  ;1,94936  ;4,32459  ;-1,00955e+05
4565  ;-7,56975  ;2,32548  ;1,39545  ;-1,00955e+05
7940  ;-3,76646  ;8,49585  ;4,44863  ;-1,00958e+05
5009  ;-4,74763  ;5,0242  ;8,21311  ;-1,00959e+05
4486  ;-6,50968  ;1,91105  ;5,95995  ;-1,00960e+05
5148  ;-7,3587  ;6,24943  ;1,88923  ;-1,00961e+05
705  ;-3,77292  ;2,24704  ;6,88424  ;-1,00962e+05
2201  ;-7,75138  ;6,43665  ;6,72205  ;-1,00963e+05
3121  ;-4,66129  ;3,9201  ;2,21531  ;-1,00963e+05
4990  ;-5,05236  ;5,16974  ;8,22578  ;-1,00964e+05
4273  ;-5,85805  ;6,83893  ;7,75321  ;-1,00964e+05
4578  ;-7,34933  ;0,984266  ;2,08274  ;-1,00966e+05
6443  ;-1,55104  ;4,48459  ;5,36503  ;-1,00967e+05
927  ;-4,02984  ;6,3465  ;2,07311  ;-1,00967e+05
5535  ;-8,35625  ;2,60333  ;3,98277  ;-1,00968e+05
4934  ;-4,95126  ;1,66406  ;6,05862  ;-1,00969e+05
3750  ;-5,01139  ;2,691  ;7,6274  ;-1,00970e+05
2962  ;-2,50716  ;6,50899  ;6,9738  ;-1,00973e+05
3595  ;-6,23791  ;2,64224  ;7,24422  ;-1,00973e+05
1104  ;-4,89574  ;2,13911  ;7,02495  ;-1,00974e+05
4882  ;-6,02352  ;5,41393  ;8,10792  ;-1,00975e+05
4881  ;-6,02975  ;5,02312  ;8,1139  ;-1,00977e+05
4122  ;-3,03755  ;4,66165  ;7,761  ;-1,00977e+05
4115  ;-4,10097  ;1,44467  ;4,33875  ;-1,00978e+05
3555  ;-2,42777  ;3,817  ;1,86613  ;-1,00979e+05
3032  ;-4,26342  ;6,53301  ;7,87523  ;-1,00982e+05
5935  ;-1,55861  ;5,20154  ;5,46606  ;-1,00983e+05
4051  ;-6,55569  ;5,91153  ;7,86566  ;-1,00984e+05
1030  ;-2,33516  ;1,94269  ;4,54128  ;-1,00984e+05
2507  ;-7,64231  ;4,00816  ;7,07018  ;-1,00985e+05
3813  ;-6,56727  ;7,9406  ;6,13345  ;-1,00985e+05
4243  ;-8,76351  ;3,47144  ;2,93812  ;-1,00986e+05
4393  ;-4,23345  ;5,37516  ;2,1681  ;-1,00987e+05
4271  ;-5,31825  ;6,17187  ;8,03567  ;-1,00988e+05
2198  ;-7,16049  ;6,98462  ;6,94205  ;-1,00988e+05
4248  ;-8,70162  ;4,4502  ;2,46128  ;-1,00990e+05
1068  ;-5,73725  ;6,15483  ;8,01601  ;-1,00991e+05
6392  ;-2,81872  ;1,51967  ;3,86875  ;-1,00991e+05
3044  ;-3,40529  ;6,38938  ;7,68895  ;-1,00992e+05
4984  ;-6,02694  ;4,4788  ;8,08887  ;-1,00993e+05
4027  ;-5,28642  ;4,44521  ;8,16591  ;-1,00993e+05
3600  ;-5,70901  ;2,15692  ;6,90223  ;-1,00994e+05
3247  ;-6,9892  ;8,54095  ;3,78521  ;-1,00995e+05
4246  ;-8,70365  ;4,70667  ;3,01894  ;-1,00995e+05
4490  ;-6,55498  ;1,85697  ;5,50929  ;-1,00996e+05
1687  ;-7,42833  ;8,99367  ;2,39043  ;-1,00996e+05
895  ;-3,45206  ;4,91179  ;7,96298  ;-1,00996e+05
4520  ;-7,29281  ;1,88338  ;4,67443  ;-1,00996e+05
2466  ;-3,79979  ;2,66439  ;7,29589  ;-1,01000e+05
1017  ;-4,89926  ;6,18891  ;8,05533  ;-1,01000e+05
2463  ;-4,06792  ;3,43457  ;7,81695  ;-1,01001e+05
3799  ;-8,33705  ;3,17689  ;4,7592  ;-1,01002e+05
3031  ;-3,82054  ;6,17076  ;7,84293  ;-1,01003e+05
4748  ;-2,39995  ;5,7433  ;7,1391  ;-1,01003e+05
1253  ;-7,92089  ;2,64688  ;1,38528  ;-1,01003e+05
4678  ;-1,89823  ;5,06506  ;1,66491  ;-1,01003e+05
3293  ;-5,16334  ;7,05654  ;7,73848  ;-1,01005e+05
3132  ;-4,59824  ;3,17421  ;2,0961  ;-1,01006e+05
4344  ;-4,87567  ;5,45602  ;8,15834  ;-1,01006e+05
2774  ;-5,65407  ;3,3071  ;7,8352  ;-1,01007e+05
9879  ;-4,19874  ;0,866827  ;1,42031  ;-1,01008e+05
9469  ;-8,10895  ;8,03231  ;1,00209  ;-1,01008e+05
3637  ;-8,32615  ;4,83504  ;5,90172  ;-1,01008e+05
867  ;-1,61259  ;4,79754  ;5,72117  ;-1,01009e+05
6121  ;-0,326732  ;8,88253  ;1,60852  ;-1,01010e+05
3889  ;-8,24326  ;5,29206  ;6,11835  ;-1,01010e+05
3970  ;-8,56732  ;4,06497  ;4,28952  ;-1,01011e+05
4372  ;-5,48527  ;7,03901  ;2,1269  ;-1,01011e+05
4345  ;-5,41726  ;5,42136  ;8,13616  ;-1,01014e+05
4721  ;-4,05113  ;8,58631  ;4,02114  ;-1,01016e+05
1049  ;-6,12273  ;1,35701  ;3,75136  ;-1,01016e+05
7724  ;-2,02682  ;8,25007  ;1,13219  ;-1,01016e+05
4791  ;-8,96255  ;7,20355  ;2,3714  ;-1,01017e+05
9090  ;-8,40751  ;3,00635  ;3,91144  ;-1,01017e+05
1748  ;-3,42402  ;2,25515  ;6,51107  ;-1,01019e+05
4488  ;-5,95194  ;1,85163  ;6,09042  ;-1,01019e+05
970  ;-3,10986  ;7,11246  ;1,78629  ;-1,01020e+05
1184  ;-2,46819  ;2,34249  ;5,46129  ;-1,01020e+05
2477  ;-3,31754  ;5,40672  ;7,82287  ;-1,01020e+05
6232  ;-1,0392  ;9,68195  ;1,61541  ;-1,01021e+05
5976  ;-9,6694  ;1,43647  ;1,4056  ;-1,01023e+05
5083  ;-5,284  ;1,42409  ;4,15731  ;-1,01024e+05
2516  ;-6,73383  ;6,59439  ;7,51416  ;-1,01025e+05
3080  ;-8,16154  ;5,80551  ;6,15406  ;-1,01028e+05
4942  ;-5,33508  ;1,81033  ;6,28006  ;-1,01028e+05
901  ;-7,8296  ;3,21278  ;6,18229  ;-1,01029e+05
2512  ;-7,1621  ;3,22834  ;7,08052  ;-1,01029e+05
1099  ;-5,85696  ;7,88517  ;1,72833  ;-1,01029e+05
3574  ;-2,96018  ;4,19427  ;7,57515  ;-1,01030e+05
2770  ;-6,09868  ;3,79125  ;7,88513  ;-1,01032e+05
7301  ;-6,09429  ;8,88284  ;2,37352  ;-1,01035e+05
11426  ;-8,84894  ;6,62848  ;2,38661  ;-1,01036e+05
7938  ;-8,67344  ;7,32077  ;0,967834  ;-1,01036e+05
5093  ;-3,50177  ;1,47903  ;4,12834  ;-1,01036e+05
3035  ;-4,75695  ;6,87229  ;7,7409  ;-1,01038e+05
2519  ;-7,85535  ;5,71553  ;6,83529  ;-1,01039e+05
9467  ;-8,39153  ;8,21504  ;3,214  ;-1,01040e+05
5010  ;-5,41445  ;4,87703  ;8,11114  ;-1,01040e+05
2473  ;-3,73278  ;5,1881  ;7,97685  ;-1,01040e+05
5236  ;-5,90188  ;7,97675  ;6,44273  ;-1,01045e+05
2298  ;-5,32619  ;4,51581  ;2,2793  ;-1,01045e+05
4970  ;-7,47769  ;4,37109  ;1,89765  ;-1,01046e+05
3338  ;-2,59451  ;3,51439  ;7,00082  ;-1,01047e+05
4616  ;-2,30795  ;4,72142  ;7,10737  ;-1,01049e+05
3576  ;-3,56199  ;3,52939  ;7,64941  ;-1,01050e+05
4587  ;-2,29098  ;7,36147  ;5,49924  ;-1,01050e+05
4192  ;-4,81465  ;8,41209  ;5,55524  ;-1,01050e+05
2668  ;-7,17089  ;7,62832  ;5,95775  ;-1,01051e+05
8665  ;-8,69819  ;6,53737  ;3,00443  ;-1,01051e+05
3918  ;-5,60023  ;7,86098  ;6,82545  ;-1,01052e+05
4064  ;-3,88062  ;4,34959  ;7,94466  ;-1,01052e+05
4162  ;-3,81921  ;1,77801  ;5,72012  ;-1,01052e+05
3962  ;-2,77166  ;2,30288  ;5,7996  ;-1,01054e+05
4317  ;-6,54077  ;4,16687  ;7,78679  ;-1,01058e+05
6723  ;-1,37455  ;4,11523  ;3,33591  ;-1,01058e+05
2204  ;-7,2347  ;6,43047  ;7,14729  ;-1,01060e+05
933  ;-8,26578  ;6,80823  ;4,81655  ;-1,01060e+05
3028  ;-4,45638  ;5,82666  ;8,02303  ;-1,01061e+05
4125  ;-2,69036  ;4,76348  ;7,45374  ;-1,01061e+05
3047  ;-3,29985  ;6,76197  ;7,3565  ;-1,01061e+05
870  ;-2,84605  ;7,40148  ;6,38918  ;-1,01062e+05
11267  ;-7,24614  ;0,594476  ;1,59854  ;-1,01062e+05
889  ;-4,30918  ;3,78738  ;7,92634  ;-1,01064e+05
3910  ;-6,07506  ;8,21536  ;5,81519  ;-1,01064e+05
2465  ;-4,23868  ;2,99292  ;7,58501  ;-1,01065e+05
1314  ;-3,13743  ;8,39264  ;4,42752  ;-1,01065e+05
4152  ;-4,59857  ;1,64537  ;5,63103  ;-1,01066e+05
897  ;-3,18301  ;5,90165  ;7,68276  ;-1,01067e+05
2076  ;-6,22832  ;4,54703  ;2,1777  ;-1,01068e+05
4936  ;-4,9075  ;1,60286  ;5,37156  ;-1,01068e+05
906  ;-7,17467  ;5,45723  ;7,54968  ;-1,01069e+05
8608  ;-8,53921  ;4,69455  ;4,51045  ;-1,01070e+05
9875  ;-4,0213  ;1,26164  ;1,70818  ;-1,01070e+05
3701  ;-3,78847  ;7,24517  ;7,23622  ;-1,01070e+05
704  ;-3,07513  ;2,26327  ;6,13791  ;-1,01070e+05
9273  ;-9,36868  ;1,92055  ;1,8605  ;-1,01071e+05
3762  ;-4,78595  ;3,65811  ;7,89244  ;-1,01074e+05
9058  ;-8,62502  ;1,35449  ;2,4585  ;-1,01074e+05
896  ;-4,01349  ;5,46441  ;7,99073  ;-1,01075e+05
9813  ;-8,87248  ;6,32897  ;1,99808  ;-1,01076e+05
5634  ;-5,65558  ;8,59342  ;3,71597  ;-1,01078e+05
2476  ;-3,59825  ;5,68303  ;7,83675  ;-1,01079e+05
4114  ;-4,62502  ;1,45979  ;4,23616  ;-1,01079e+05
3702  ;-3,37469  ;4,44441  ;7,77713  ;-1,01079e+05
4058  ;-1,80272  ;4,91444  ;6,18844  ;-1,01082e+05
4925  ;-5,10968  ;0,66491  ;1,49572  ;-1,01083e+05
7890  ;-5,67719  ;1,0923  ;2,01404  ;-1,01083e+05
4173  ;-6,92967  ;3,71089  ;2,03414  ;-1,01084e+05
863  ;-1,99286  ;5,03134  ;6,65571  ;-1,01085e+05
7845  ;-4,14919  ;1,18753  ;2,23128  ;-1,01086e+05
3579  ;-6,57556  ;7,32721  ;6,87157  ;-1,01086e+05
9824  ;-3,7386  ;7,8545  ;1,85055  ;-1,01087e+05
3298  ;-4,28199  ;7,58445  ;7,1019  ;-1,01087e+05
4796  ;-8,61636  ;6,98071  ;3,44267  ;-1,01091e+05
3980  ;-4,83065  ;6,75904  ;2,12215  ;-1,01092e+05
3664  ;-6,3407  ;7,15323  ;7,25828  ;-1,01093e+05
