13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SY (N/m^2)
10870  ;-4,62263  ;0,692205  ;1,59042  ;-1,00199e+05
5406  ;-7,02278  ;8,05118  ;7,25562  ;-1,00199e+05
8510  ;-1,95019  ;5,86884  ;8,50755  ;-1,00200e+05
5175  ;-8,23239  ;3,56528  ;7,86236  ;-1,00200e+05
5925  ;-0,833635  ;2,70443  ;0,544792  ;-1,00200e+05
3605  ;-3,81677  ;1,43502  ;6,91368  ;-1,00203e+05
5761  ;-4,86027  ;8,62905  ;7,52429  ;-1,00203e+05
1283  ;-1,73218  ;7,3836  ;5,54779  ;-1,00204e+05
1055  ;-5,53265  ;8,84377  ;4,72515  ;-1,00204e+05
6616  ;-7,78194  ;5,46367  ;8,79876  ;-1,00205e+05
4456  ;-1,35929  ;3,20182  ;4,87406  ;-1,00206e+05
7802  ;-4,17012  ;7,99511  ;8,44927  ;-1,00207e+05
912  ;-8,46304  ;3,91697  ;7,56885  ;-1,00207e+05
4875  ;-7,71594  ;3,60232  ;8,45976  ;-1,00209e+05
4841  ;-2,58027  ;4,95696  ;8,95221  ;-1,00209e+05
2977  ;-3,83185  ;1,82167  ;8,19832  ;-1,00210e+05
4707  ;-8,33531  ;2,19713  ;4,23862  ;-1,00214e+05
4662  ;-8,58585  ;5,38711  ;7,62114  ;-1,00215e+05
6766  ;-6,86682  ;4,13498  ;9,02481  ;-1,00215e+05
8264  ;-5,61013  ;2,64324  ;8,90217  ;-1,00216e+05
1612  ;-7,45349  ;9,36665  ;1,93866  ;-1,00216e+05
4348  ;-3,3432  ;2,4915  ;8,52795  ;-1,00216e+05
8875  ;-2,47791  ;6,29865  ;8,75667  ;-1,00218e+05
6593  ;-6,92217  ;6,5728  ;8,9061  ;-1,00218e+05
5036  ;-3,08256  ;7,741  ;8,09253  ;-1,00220e+05
6591  ;-7,30344  ;6,19158  ;8,90612  ;-1,00221e+05
1282  ;-7,03181  ;1,52243  ;5,27171  ;-1,00222e+05
4277  ;-4,47921  ;7,43443  ;8,90934  ;-1,00223e+05
4445  ;-8,63236  ;4,95837  ;7,37177  ;-1,00223e+05
6983  ;-6,46008  ;7,07  ;8,91372  ;-1,00223e+05
4412  ;-3,79683  ;8,03622  ;8,14799  ;-1,00224e+05
1169  ;-6,40256  ;8,29787  ;7,57334  ;-1,00224e+05
5282  ;-4,23332  ;3,00747  ;8,9849  ;-1,00224e+05
3526  ;-3,42295  ;3,02967  ;8,85622  ;-1,00225e+05
6746  ;-4,06817  ;1,11123  ;3,07564  ;-1,00225e+05
4260  ;-1,8486  ;2,65538  ;1,20812  ;-1,00226e+05
2164  ;-8,81695  ;5,173  ;5,41031  ;-1,00227e+05
3431  ;-5,99322  ;8,63595  ;1,11745  ;-1,00227e+05
10954  ;-6,32941  ;9,25557  ;0,472312  ;-1,00228e+05
1489  ;-9,35617  ;7,50036  ;1,98787  ;-1,00228e+05
6878  ;-5,87916  ;8,40329  ;7,777  ;-1,00228e+05
4414  ;-2,46396  ;7,84437  ;6,78277  ;-1,00228e+05
5080  ;-3,75134  ;8,46059  ;7,01262  ;-1,00228e+05
4988  ;-3,88365  ;7,25432  ;8,88942  ;-1,00229e+05
10771  ;-2,53269  ;4,36775  ;8,93389  ;-1,00229e+05
7370  ;-4,89257  ;2,92535  ;9,02567  ;-1,00229e+05
4727  ;-5,70805  ;2,12731  ;8,54939  ;-1,00230e+05
6773  ;-8,1077  ;5,2174  ;8,32909  ;-1,00231e+05
5033  ;-2,65694  ;7,53357  ;7,98688  ;-1,00231e+05
6344  ;-6,12445  ;2,71944  ;8,87306  ;-1,00232e+05
5964  ;-8,03754  ;6,23037  ;8,12572  ;-1,00232e+05
898  ;-8,65595  ;3,84362  ;6,28986  ;-1,00234e+05
7493  ;-1,17539  ;4,61497  ;6,11792  ;-1,00234e+05
2560  ;-8,5595  ;3,8803  ;6,92935  ;-1,00235e+05
4279  ;-5,26064  ;7,87763  ;8,69534  ;-1,00236e+05
9435  ;-2,64184  ;1,8841  ;6,11605  ;-1,00236e+05
8470  ;-0,632954  ;7,16166  ;1,91933  ;-1,00236e+05
1286  ;-7,43014  ;3,99104  ;8,76365  ;-1,00237e+05
9113  ;-6,12529  ;7,4214  ;8,7699  ;-1,00237e+05
9257  ;-5,49329  ;7,58377  ;8,88253  ;-1,00237e+05
4855  ;-6,9586  ;3,16305  ;8,78055  ;-1,00238e+05
9063  ;-4,79681  ;7,77152  ;8,73923  ;-1,00239e+05
4710  ;-7,72862  ;1,85706  ;4,85549  ;-1,00239e+05
4449  ;-8,52668  ;5,84735  ;7,41112  ;-1,00239e+05
5984  ;-4,52497  ;2,21092  ;8,689  ;-1,00240e+05
8607  ;-8,81885  ;4,69434  ;4,93883  ;-1,00240e+05
5082  ;-4,13445  ;8,6513  ;6,60867  ;-1,00240e+05
5167  ;-5,2658  ;5,1874  ;2,03726  ;-1,00241e+05
4237  ;-8,8779  ;3,85129  ;3,31909  ;-1,00241e+05
4443  ;-7,9911  ;4,76545  ;8,46099  ;-1,00241e+05
6979  ;-6,13512  ;6,73571  ;9,00376  ;-1,00241e+05
9922  ;-7,31443  ;5,63886  ;8,89947  ;-1,00242e+05
2325  ;-1,19947  ;4,52854  ;4,99729  ;-1,00242e+05
3528  ;-3,01665  ;3,45043  ;8,87848  ;-1,00243e+05
6365  ;-9,08066  ;1,81028  ;0,442968  ;-1,00243e+05
6592  ;-6,59722  ;6,23851  ;8,99614  ;-1,00245e+05
7672  ;-2,71894  ;3,82406  ;8,8111  ;-1,00245e+05
1229  ;-4,75571  ;8,81929  ;5,71479  ;-1,00245e+05
8537  ;-3,34617  ;6,92377  ;8,82332  ;-1,00246e+05
5401  ;-3,03862  ;4,17461  ;8,98051  ;-1,00246e+05
3111  ;-8,97  ;5,40806  ;1,8436  ;-1,00246e+05
4039  ;-5,43486  ;8,53593  ;7,48253  ;-1,00247e+05
8606  ;-8,8116  ;5,11562  ;4,55771  ;-1,00248e+05
8157  ;-8,67875  ;3,57708  ;5,34074  ;-1,00248e+05
1135  ;-2,2322  ;4,96955  ;8,58427  ;-1,00249e+05
5788  ;-5,14143  ;1,66614  ;8,10386  ;-1,00252e+05
8507  ;-2,96007  ;6,52028  ;8,81542  ;-1,00253e+05
2739  ;-7,55561  ;3,09326  ;8,19135  ;-1,00253e+05
6342  ;-6,63711  ;2,99159  ;8,75084  ;-1,00255e+05
3855  ;-6,19612  ;8,50382  ;6,93897  ;-1,00255e+05
3690  ;-1,90696  ;4,97605  ;8,33078  ;-1,00256e+05
4282  ;-5,74752  ;8,13958  ;8,1026  ;-1,00257e+05
5400  ;-3,0003  ;4,71499  ;8,99257  ;-1,00257e+05
4858  ;-7,29461  ;5,13158  ;8,89612  ;-1,00258e+05
3949  ;-1,70711  ;3,42335  ;7,07271  ;-1,00258e+05
1506  ;-9,2499  ;3,60018  ;2,07593  ;-1,00259e+05
4551  ;-8,46194  ;6,12592  ;7,03188  ;-1,00259e+05
2973  ;-3,31314  ;1,83168  ;7,2131  ;-1,00260e+05
3653  ;-7,11571  ;2,14952  ;7,30983  ;-1,00260e+05
4725  ;-5,92206  ;1,89818  ;8,17455  ;-1,00261e+05
9574  ;-1,64638  ;1,69518  ;0,663941  ;-1,00261e+05
1002  ;-4,00562  ;1,69761  ;7,80167  ;-1,00261e+05
8437  ;-0,99701  ;4,83158  ;1,87119  ;-1,00261e+05
3626  ;-8,69221  ;4,09715  ;5,78259  ;-1,00263e+05
2978  ;-3,49775  ;2,09645  ;8,11115  ;-1,00264e+05
1022  ;-7,57139  ;6,30522  ;8,51222  ;-1,00264e+05
5221  ;-6,63457  ;2,77438  ;1,64602  ;-1,00266e+05
4759  ;-6,78492  ;7,97787  ;7,59553  ;-1,00266e+05
6176  ;-4,15357  ;2,4693  ;8,65663  ;-1,00267e+05
4784  ;-1,04985  ;7,74562  ;2,83938  ;-1,00268e+05
7935  ;-1,20704  ;5,24549  ;5,09832  ;-1,00268e+05
6982  ;-5,82913  ;7,02938  ;8,92267  ;-1,00268e+05
4355  ;-2,86676  ;2,0762  ;7,09428  ;-1,00269e+05
7035  ;-6,65859  ;1,48774  ;5,68594  ;-1,00270e+05
8283  ;-1,72833  ;5,51282  ;7,96933  ;-1,00270e+05
4987  ;-4,12255  ;6,8198  ;8,96505  ;-1,00271e+05
5965  ;-8,11112  ;6,50338  ;7,7237  ;-1,00271e+05
5787  ;-5,49777  ;1,63521  ;7,8488  ;-1,00272e+05
4411  ;-3,41833  ;8,04755  ;7,70263  ;-1,00272e+05
4471  ;-4,93936  ;8,65628  ;7,02617  ;-1,00273e+05
4276  ;-4,71811  ;6,99991  ;8,98497  ;-1,00273e+05
3854  ;-5,95825  ;8,43051  ;7,27887  ;-1,00274e+05
6180  ;-4,99049  ;2,40942  ;8,67289  ;-1,00275e+05
8511  ;-2,52779  ;5,60607  ;8,82176  ;-1,00275e+05
3756  ;-4,47828  ;1,60195  ;7,69094  ;-1,00275e+05
4699  ;-8,04638  ;6,78195  ;7,34447  ;-1,00276e+05
4374  ;-4,89339  ;7,13287  ;1,89227  ;-1,00276e+05
10255  ;-2,65555  ;8,66041  ;3,82263  ;-1,00276e+05
5135  ;-6,14411  ;1,1287  ;3,33919  ;-1,00276e+05
6994  ;-6,25092  ;8,64598  ;5,61565  ;-1,00277e+05
9919  ;-6,75124  ;0,721739  ;0,577645  ;-1,00277e+05
57  ;-3,5  ;0  ;0,866025  ;-1,00277e+05
8742  ;-5,25002  ;7,14573  ;8,92847  ;-1,00278e+05
5840  ;-7,82548  ;7,93436  ;5,26564  ;-1,00282e+05
6215  ;-6,57699  ;8,53353  ;5,76608  ;-1,00283e+05
5230  ;-5,85671  ;6,47359  ;8,94797  ;-1,00284e+05
6837  ;-4,54293  ;3,38638  ;8,99976  ;-1,00285e+05
1147  ;-1,5204  ;3,14196  ;5,59569  ;-1,00286e+05
1757  ;-5,12269  ;3,23574  ;8,99888  ;-1,00287e+05
992  ;-8,14048  ;7,84199  ;4,74484  ;-1,00287e+05
395  ;-10  ;4,5  ;0,866025  ;-1,00287e+05
1736  ;-5,33526  ;2,94711  ;8,89385  ;-1,00289e+05
4755  ;-7,90394  ;7,40581  ;6,5235  ;-1,00290e+05
4042  ;-4,70827  ;8,00028  ;8,28121  ;-1,00290e+05
8460  ;-7,43487  ;8,53455  ;4,20794  ;-1,00291e+05
8509  ;-3,00994  ;5,82771  ;8,88051  ;-1,00292e+05
4706  ;-8,05652  ;2,20135  ;4,89644  ;-1,00292e+05
6709  ;-3,65011  ;6,65022  ;8,89296  ;-1,00292e+05
6141  ;-8,04853  ;5,67765  ;8,11906  ;-1,00293e+05
9317  ;-6,16615  ;6,04469  ;8,98965  ;-1,00293e+05
8516  ;-2,97924  ;5,23096  ;8,90498  ;-1,00294e+05
4695  ;-7,19013  ;6,68644  ;8,5122  ;-1,00295e+05
8508  ;-3,26401  ;6,24674  ;8,88507  ;-1,00295e+05
6564  ;-8,92787  ;4,94876  ;2,26394  ;-1,00295e+05
10063  ;-7,25464  ;8,65223  ;0,856968  ;-1,00296e+05
11458  ;-0,650587  ;1,80682  ;1,9934  ;-1,00296e+05
4492  ;-6,70389  ;1,43366  ;5,23528  ;-1,00297e+05
1371  ;-3,1379  ;8,17177  ;6,95732  ;-1,00297e+05
4278  ;-5,01736  ;7,4396  ;8,74128  ;-1,00298e+05
10106  ;-2,33255  ;4,37704  ;8,45521  ;-1,00299e+05
3649  ;-1,13241  ;0  ;1,18812  ;-1,00300e+05
7380  ;-4,84467  ;4,44836  ;9,08843  ;-1,00301e+05
3153  ;-1,82863  ;1,74838  ;3,89125  ;-1,00301e+05
3863  ;-5,9086  ;8,60722  ;6,56113  ;-1,00301e+05
4746  ;-1,61715  ;4,81271  ;7,67752  ;-1,00301e+05
8179  ;-6,65185  ;5,04266  ;8,96797  ;-1,00302e+05
1150  ;-4,95094  ;1,50629  ;7,58022  ;-1,00302e+05
6431  ;-1,34664  ;3,9105  ;5,66422  ;-1,00304e+05
4856  ;-7,51176  ;4,59541  ;8,63128  ;-1,00305e+05
7494  ;-1,36119  ;5,33356  ;6,41622  ;-1,00305e+05
4656  ;-8,62917  ;4,2714  ;6,48989  ;-1,00305e+05
1737  ;-5,84958  ;3,0233  ;8,86474  ;-1,00306e+05
4636  ;-2,00731  ;4,38354  ;8,20172  ;-1,00306e+05
6975  ;-6,95396  ;5,83057  ;8,85802  ;-1,00306e+05
8512  ;-2,05356  ;5,50633  ;8,22282  ;-1,00307e+05
960  ;-6,08418  ;2,42864  ;8,47128  ;-1,00307e+05
990  ;-7,19553  ;8,56576  ;4,61563  ;-1,00307e+05
3606  ;-4,17515  ;1,57572  ;7,41507  ;-1,00308e+05
6613  ;-7,58238  ;5,7525  ;8,50556  ;-1,00308e+05
5404  ;-3,45622  ;4,43058  ;8,97115  ;-1,00310e+05
7141  ;-5,01881  ;6,62144  ;8,92338  ;-1,00310e+05
5786  ;-5,30728  ;1,47536  ;7,32516  ;-1,00310e+05
942  ;-6,5122  ;1,97037  ;7,7216  ;-1,00310e+05
4852  ;-7,26982  ;3,48199  ;8,49524  ;-1,00311e+05
4440  ;-8,53272  ;4,30808  ;7,12939  ;-1,00312e+05
10513  ;-1,35016  ;2,74054  ;0,868157  ;-1,00312e+05
6389  ;-3,15856  ;1,14739  ;3,23333  ;-1,00312e+05
1227  ;-6,17033  ;2,25091  ;1,58168  ;-1,00313e+05
1220  ;-3,7188  ;1,41994  ;6,06958  ;-1,00314e+05
7140  ;-4,49878  ;4,1583  ;9,03255  ;-1,00314e+05
5139  ;-4,42585  ;8,81342  ;1,83412  ;-1,00314e+05
5101  ;-3,3672  ;1,50298  ;5,73625  ;-1,00314e+05
1021  ;-4,00535  ;7,56382  ;8,49183  ;-1,00314e+05
4853  ;-6,50402  ;3,54687  ;8,88387  ;-1,00315e+05
1029  ;-8,54967  ;5,53919  ;7,08302  ;-1,00315e+05
1178  ;-6,80886  ;7,06766  ;8,51218  ;-1,00315e+05
4442  ;-8,02043  ;4,25929  ;8,21039  ;-1,00316e+05
1122  ;-5,66362  ;1,44443  ;7,0701  ;-1,00316e+05
4997  ;-4,43102  ;6,52891  ;8,95192  ;-1,00317e+05
11459  ;-1,59293  ;0,638319  ;2,18791  ;-1,00318e+05
1244  ;-6,13928  ;7,77045  ;8,22455  ;-1,00319e+05
1121  ;-7,16727  ;7,65788  ;7,61771  ;-1,00319e+05
3530  ;-3,8789  ;3,50727  ;8,9048  ;-1,00319e+05
7405  ;-4,54509  ;4,75623  ;9,07145  ;-1,00319e+05
6179  ;-5,43318  ;2,43118  ;8,54106  ;-1,00321e+05
3814  ;-6,90687  ;8,33901  ;5,96215  ;-1,00321e+05
3531  ;-3,4726  ;3,92803  ;8,92706  ;-1,00322e+05
7651  ;-4,64781  ;1,48006  ;7,30435  ;-1,00322e+05
871  ;-1,87493  ;6,0431  ;7,86138  ;-1,00323e+05
5806  ;-6,47407  ;7,41905  ;8,36836  ;-1,00324e+05
5263  ;-6,27092  ;8,03416  ;7,89894  ;-1,00324e+05
9464  ;-7,77887  ;8,99645  ;2,70549  ;-1,00325e+05
1684  ;-5,11894  ;3,98682  ;9,02885  ;-1,00326e+05
1005  ;-3,02833  ;3,03727  ;8,46092  ;-1,00326e+05
8131  ;-1,11276  ;5,97234  ;2,92736  ;-1,00326e+05
4995  ;-4,82209  ;6,19255  ;8,94369  ;-1,00326e+05
6343  ;-6,18253  ;3,3754  ;8,85415  ;-1,00327e+05
5348  ;-4,93251  ;1,80123  ;1,46763  ;-1,00327e+05
1683  ;-5,35547  ;3,62433  ;8,97469  ;-1,00327e+05
5785  ;-6,33067  ;1,39897  ;5,64951  ;-1,00328e+05
4534  ;-0,869741  ;2,70009  ;2,47863  ;-1,00328e+05
7561  ;-4,52425  ;1,24043  ;1,80009  ;-1,00329e+05
874  ;-2,25497  ;7,02278  ;7,56442  ;-1,00329e+05
7362  ;-4,20047  ;4,45612  ;9,03059  ;-1,00330e+05
1076  ;-4,83548  ;5,40467  ;2,07702  ;-1,00330e+05
4502  ;-1,97908  ;7,73729  ;5,18382  ;-1,00330e+05
5629  ;-1,36174  ;5,5813  ;6,83602  ;-1,00330e+05
1685  ;-4,77305  ;3,69676  ;8,97296  ;-1,00331e+05
2743  ;-7,82688  ;3,70053  ;8,0768  ;-1,00331e+05
7300  ;-5,3307  ;8,53553  ;1,69615  ;-1,00331e+05
9337  ;-6,93414  ;5,32329  ;8,85468  ;-1,00332e+05
1125  ;-4,34468  ;1,45384  ;7,02847  ;-1,00333e+05
3533  ;-3,61338  ;5,96393  ;8,88177  ;-1,00333e+05
2742  ;-7,41435  ;2,6508  ;7,56245  ;-1,00333e+05
4860  ;-6,93316  ;4,75666  ;8,85284  ;-1,00333e+05
4352  ;-4,03174  ;1,43689  ;6,54903  ;-1,00334e+05
7142  ;-5,55073  ;6,76726  ;8,86688  ;-1,00334e+05
2912  ;-7,353  ;8,29625  ;5,20104  ;-1,00334e+05
4597  ;-1,81153  ;6,75653  ;6,85014  ;-1,00335e+05
7119  ;-1,36553  ;4,73187  ;6,58519  ;-1,00335e+05
5264  ;-6,65328  ;7,71416  ;7,92113  ;-1,00336e+05
3676  ;-4,75355  ;5,0116  ;2,06025  ;-1,00336e+05
7408  ;-6,30567  ;4,65044  ;8,96428  ;-1,00336e+05
4661  ;-8,30615  ;5,20556  ;7,84259  ;-1,00336e+05
6191  ;-3,65021  ;1,39809  ;5,56792  ;-1,00336e+05
8517  ;-3,46884  ;4,87293  ;8,96044  ;-1,00336e+05
7889  ;-5,359  ;1,04473  ;2,34277  ;-1,00337e+05
2752  ;-6,59684  ;2,70079  ;8,34905  ;-1,00337e+05
3217  ;-5,86562  ;8,74222  ;4,9093  ;-1,00337e+05
4763  ;-1,66658  ;8,79186  ;2,7194  ;-1,00337e+05
3588  ;-6,08791  ;1,7074  ;7,39585  ;-1,00338e+05
4473  ;-5,13483  ;8,69122  ;6,3496  ;-1,00338e+05
3914  ;-7,44291  ;7,25456  ;7,66295  ;-1,00338e+05
9876  ;-4,0168  ;0,722208  ;1,94033  ;-1,00339e+05
4994  ;-3,35931  ;5,5449  ;8,87722  ;-1,00339e+05
4190  ;-4,32992  ;8,68624  ;5,9321  ;-1,00339e+05
6980  ;-2,65223  ;4,72758  ;8,62462  ;-1,00339e+05
2972  ;-3,67152  ;1,97239  ;7,7145  ;-1,00342e+05
3057  ;-7,64498  ;6,57823  ;8,1102  ;-1,00342e+05
4468  ;-5,51157  ;8,74702  ;5,22372  ;-1,00343e+05
3052  ;-3,46786  ;7,23326  ;8,42573  ;-1,00343e+05
4501  ;-1,60589  ;7,20908  ;4,99285  ;-1,00344e+05
8182  ;-6,2406  ;5,35613  ;8,96482  ;-1,00344e+05
872  ;-2,93038  ;6,90271  ;8,35962  ;-1,00344e+05
7406  ;-6,00569  ;4,98484  ;8,9841  ;-1,00345e+05
4911  ;-4,61276  ;0,774714  ;0,574296  ;-1,00345e+05
2360  ;-2,06495  ;6,53294  ;7,7129  ;-1,00345e+05
4044  ;-5,21871  ;8,04143  ;8,06818  ;-1,00346e+05
7903  ;-3,1389  ;8,28165  ;6,25832  ;-1,00347e+05
6848  ;-5,04977  ;4,63346  ;9,02945  ;-1,00347e+05
2915  ;-7,02313  ;8,49077  ;5,00497  ;-1,00347e+05
1223  ;-7,09881  ;3,29785  ;1,71037  ;-1,00348e+05
2750  ;-6,81085  ;2,47165  ;7,97422  ;-1,00348e+05
3965  ;-2,06745  ;2,39082  ;5,83774  ;-1,00348e+05
5579  ;-5,9745  ;1,44874  ;6,58514  ;-1,00349e+05
1735  ;-5,56804  ;3,3357  ;8,86965  ;-1,00349e+05
1231  ;-3,01561  ;1,58602  ;5,40293  ;-1,00350e+05
10481  ;-3,93887  ;0,516324  ;1,27021  ;-1,00350e+05
788  ;-5,51395  ;8,56316  ;6,98441  ;-1,00351e+05
1281  ;-6,37597  ;1,34489  ;5,19885  ;-1,00352e+05
1280  ;-6,28537  ;1,45304  ;6,10017  ;-1,00352e+05
4808  ;-8,87853  ;8,42299  ;2,61501  ;-1,00352e+05
7151  ;-2,73061  ;3,4109  ;8,39354  ;-1,00352e+05
5912  ;-3,05029  ;3,76144  ;8,56295  ;-1,00353e+05
4529  ;-6,9611  ;1,17286  ;3,36123  ;-1,00354e+05
5145  ;-5,89687  ;8,65078  ;5,93007  ;-1,00354e+05
3131  ;-4,96639  ;3,82358  ;2,024  ;-1,00354e+05
3916  ;-6,98807  ;7,36277  ;8,06494  ;-1,00354e+05
5528  ;-7,02695  ;1,51426  ;4,88631  ;-1,00356e+05
2357  ;-2,40265  ;6,47291  ;8,1105  ;-1,00356e+05
2751  ;-6,29819  ;2,1995  ;8,09644  ;-1,00356e+05
6856  ;-3,84892  ;5,18687  ;8,93268  ;-1,00357e+05
8529  ;-3,95858  ;6,35933  ;8,87984  ;-1,00357e+05
4444  ;-8,18955  ;4,75361  ;7,97449  ;-1,00358e+05
6581  ;-6,86517  ;6,35215  ;8,60224  ;-1,00358e+05
7404  ;-4,75018  ;4,94134  ;9,01247  ;-1,00358e+05
954  ;-7,10949  ;2,97293  ;8,22683  ;-1,00358e+05
3391  ;-8,7203  ;6,46044  ;4,1371  ;-1,00359e+05
1175  ;-7,59337  ;5,19978  ;8,49891  ;-1,00359e+05
3917  ;-7,26371  ;6,95945  ;8,11018  ;-1,00360e+05
3636  ;-8,69131  ;4,42292  ;6,07857  ;-1,00360e+05
2918  ;-7,668  ;8,20387  ;4,68023  ;-1,00360e+05
6836  ;-4,18851  ;3,88618  ;8,91965  ;-1,00361e+05
4482  ;-5,49124  ;8,66351  ;6,17007  ;-1,00362e+05
1258  ;-2,4329  ;3,78453  ;8,32615  ;-1,00363e+05
4191  ;-4,28186  ;8,71534  ;5,38188  ;-1,00363e+05
5405  ;-7,24835  ;7,81514  ;6,87573  ;-1,00364e+05
5003  ;-5,33724  ;4,92733  ;8,99575  ;-1,00364e+05
3413  ;-6,6035  ;8,91727  ;1,89319  ;-1,00366e+05
2290  ;-0,45405  ;6,98558  ;1,35162  ;-1,00366e+05
5208  ;-8,05754  ;4,05222  ;7,78329  ;-1,00366e+05
7361  ;-3,92476  ;4,58852  ;8,93902  ;-1,00367e+05
7360  ;-3,8902  ;4,184  ;8,9177  ;-1,00367e+05
2361  ;-2,59267  ;6,96274  ;7,96202  ;-1,00368e+05
6580  ;-6,4839  ;6,73337  ;8,60222  ;-1,00368e+05
8275  ;-6,58698  ;4,36444  ;8,84915  ;-1,00369e+05
8954  ;-5,0013  ;1,43837  ;7,02984  ;-1,00370e+05
9318  ;-6,52289  ;5,63675  ;8,85154  ;-1,00371e+05
1151  ;-4,64907  ;2,99286  ;8,71828  ;-1,00372e+05
3913  ;-8,57603  ;5,11918  ;6,88648  ;-1,00373e+05
6859  ;-4,26937  ;4,88862  ;8,97988  ;-1,00374e+05
7580  ;-7,68146  ;8,29577  ;1,01475  ;-1,00374e+05
2673  ;-7,99631  ;6,94923  ;6,91933  ;-1,00375e+05
4610  ;-1,74383  ;4,39429  ;7,63899  ;-1,00375e+05
908  ;-7,71856  ;6,85125  ;7,70819  ;-1,00375e+05
5754  ;-3,52101  ;8,36248  ;6,55337  ;-1,00377e+05
4005  ;-8,04064  ;3,28413  ;7,08493  ;-1,00377e+05
4470  ;-5,12311  ;8,73478  ;5,71854  ;-1,00378e+05
2737  ;-7,79836  ;3,31896  ;7,74669  ;-1,00378e+05
3208  ;-6,69706  ;8,60322  ;4,85454  ;-1,00378e+05
4873  ;-7,54109  ;4,08925  ;8,38069  ;-1,00378e+05
4621  ;-1,48114  ;4,24136  ;6,83931  ;-1,00379e+05
9610  ;-7,28205  ;9,18908  ;0,538767  ;-1,00379e+05
4741  ;-2,63116  ;5,24355  ;8,53703  ;-1,00381e+05
8284  ;-1,76375  ;5,34299  ;7,56957  ;-1,00382e+05
7391  ;-6,25192  ;4,00974  ;8,85971  ;-1,00383e+05
3758  ;-4,32735  ;2,34523  ;8,25998  ;-1,00384e+05
3380  ;-8,26364  ;7,81387  ;4,27971  ;-1,00384e+05
5152  ;-6,12379  ;6,37111  ;2,01887  ;-1,00384e+05
5590  ;-5,90099  ;3,6878  ;8,85907  ;-1,00386e+05
1690  ;-6,89395  ;8,95134  ;2,75548  ;-1,00386e+05
8955  ;-5,35764  ;1,40744  ;6,77478  ;-1,00388e+05
5008  ;-5,066  ;5,29862  ;8,9551  ;-1,00389e+05
1130  ;-8,6024  ;4,69918  ;6,68993  ;-1,00389e+05
8359  ;-2,46658  ;1,05912  ;2,82144  ;-1,00390e+05
4274  ;-4,5435  ;7,56899  ;8,32377  ;-1,00390e+05
5283  ;-2,75258  ;4,13507  ;8,49557  ;-1,00391e+05
4649  ;-8,07826  ;2,82174  ;6,20254  ;-1,00393e+05
6183  ;-4,69817  ;1,41215  ;6,75397  ;-1,00393e+05
2674  ;-8,37671  ;6,48507  ;6,44335  ;-1,00394e+05
6672  ;-3,29862  ;1,48113  ;5,23459  ;-1,00394e+05
7916  ;-1,26102  ;4,84149  ;5,35343  ;-1,00395e+05
935  ;-7,51048  ;8,02674  ;5,78645  ;-1,00395e+05
4516  ;-7,1503  ;4,22049  ;8,58799  ;-1,00395e+05
7473  ;-1,35927  ;5,04077  ;6,92623  ;-1,00396e+05
4450  ;-8,24698  ;5,66581  ;7,63256  ;-1,00396e+05
8456  ;-8,6476  ;2,60352  ;3,68939  ;-1,00396e+05
5237  ;-6,17792  ;7,02704  ;8,52113  ;-1,00396e+05
3535  ;-4,15304  ;5,52587  ;8,89783  ;-1,00396e+05
5064  ;-7,94523  ;2,34569  ;5,53538  ;-1,00397e+05
3050  ;-4,24425  ;7,1293  ;8,56746  ;-1,00398e+05
5097  ;-4,03254  ;1,37651  ;5,84694  ;-1,00398e+05
4999  ;-4,49824  ;5,92127  ;8,89589  ;-1,00400e+05
2322  ;-1,2395  ;4,84114  ;4,62371  ;-1,00401e+05
2162  ;-8,73883  ;5,47014  ;4,93398  ;-1,00401e+05
6622  ;-7,22191  ;5,94421  ;8,46412  ;-1,00402e+05
1213  ;-3,07226  ;4,48562  ;8,66498  ;-1,00402e+05
6858  ;-4,5735  ;5,22762  ;8,94503  ;-1,00402e+05
4280  ;-5,61047  ;7,6723  ;8,19012  ;-1,00403e+05
6708  ;-3,77181  ;6,95971  ;8,49537  ;-1,00403e+05
9316  ;-5,93705  ;5,55023  ;8,88686  ;-1,00404e+05
7152  ;-4,38523  ;1,3952  ;6,27452  ;-1,00404e+05
8656  ;-2,48254  ;8,95243  ;2,75556  ;-1,00404e+05
2981  ;-3,18287  ;2,64222  ;8,04412  ;-1,00405e+05
1006  ;-2,44466  ;2,7362  ;7,38968  ;-1,00405e+05
4726  ;-5,35199  ;2,15195  ;8,20991  ;-1,00405e+05
2980  ;-2,73649  ;2,88674  ;7,9253  ;-1,00408e+05
4754  ;-5,84313  ;7,37844  ;8,37732  ;-1,00409e+05
1383  ;-6,15895  ;6,39908  ;8,69226  ;-1,00409e+05
9115  ;-5,66852  ;1,41175  ;6,28982  ;-1,00410e+05
6849  ;-5,41186  ;4,34075  ;8,91481  ;-1,00410e+05
4896  ;-5,81319  ;1,17629  ;0,899129  ;-1,00411e+05
3755  ;-4,80001  ;2,24958  ;8,14925  ;-1,00412e+05
4439  ;-8,22666  ;4,54654  ;7,54738  ;-1,00413e+05
7390  ;-5,99932  ;4,30021  ;8,8613  ;-1,00414e+05
4515  ;-6,81525  ;3,8658  ;8,59855  ;-1,00414e+05
875  ;-3,90412  ;8,55319  ;6,14941  ;-1,00415e+05
