13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SZ (N/m^2)
5624  ;-1,48874  ;7,07563  ;7,39479  ;2,47907e+02
7950  ;-8,63909  ;0,326026  ;8,63951  ;2,47860e+02
6247  ;-1,73205  ;10  ;3,5  ;2,47758e+02
5338  ;-7,02463  ;1,10914  ;5,69273  ;2,47740e+02
9188  ;-8,68865  ;9,67729  ;6,53304  ;2,47722e+02
1222  ;-8,61611  ;8,81885  ;7,37339  ;2,47625e+02
9568  ;-1,73548  ;0  ;3,48564  ;2,47522e+02
10231  ;-1,47948  ;9,23467  ;5,22713  ;2,47482e+02
5835  ;-8,59328  ;8,39415  ;7,19369  ;2,47305e+02
227  ;0  ;5,54567  ;2,65975  ;2,47229e+02
6154  ;-1,33649  ;9,67569  ;8,68591  ;2,47194e+02
5747  ;0  ;1,66379  ;1,38418  ;2,47007e+02
5660  ;-0,866025  ;10  ;4  ;2,46884e+02
7371  ;-8,70096  ;3,25  ;10  ;2,46857e+02
957  ;-1,47961  ;7,73449  ;7,43178  ;2,46737e+02
1389  ;-1,18307  ;2,10412  ;9,17175  ;2,46294e+02
6033  ;-1,87531  ;0,305933  ;4,20665  ;2,46156e+02
5336  ;-6,7511  ;0,691049  ;5,2207  ;2,45344e+02
846  ;-8,61368  ;2,64697  ;7,92109  ;2,45234e+02
4617  ;-1,82272  ;4,83711  ;6,96674  ;2,45035e+02
1309  ;-1,65257  ;4,64287  ;7,27776  ;2,45023e+02
7334  ;-1,06868  ;3,407  ;9,17229  ;2,44903e+02
289  ;-9,13398  ;10  ;4,5  ;2,44649e+02
1136  ;-1,02743  ;5,09678  ;9,25016  ;2,44616e+02
864  ;-3,0553  ;4,44355  ;6,63937  ;2,43983e+02
9928  ;-2,33921  ;0,305933  ;4,43404  ;2,43971e+02
10885  ;-8,60722  ;9,55877  ;9,57036  ;2,43776e+02
2546  ;-1,32751  ;7,28581  ;10  ;2,43340e+02
447  ;-10  ;6,53518  ;2,64712  ;2,43315e+02
7620  ;-1,53024  ;7,4382  ;7,10116  ;2,42957e+02
10187  ;-8,62754  ;9,19751  ;6,3836  ;2,42885e+02
1745  ;-3,17911  ;2,74301  ;6,46943  ;2,42568e+02
1390  ;-1,2932  ;1,40386  ;8,56759  ;2,42309e+02
7866  ;-10  ;2,24351  ;2,17237  ;2,42247e+02
10689  ;-1,35422  ;0,679988  ;5,34439  ;2,42151e+02
5469  ;-2,60863  ;7,80596  ;6,29897  ;2,42097e+02
7191  ;-4,64541  ;0,987733  ;5,67825  ;2,41865e+02
5522  ;-8,70501  ;1,33376  ;7,90176  ;2,41858e+02
6759  ;-8,82065  ;3,76952  ;8,58939  ;2,41777e+02
870  ;-2,84605  ;7,40148  ;6,38918  ;2,41426e+02
5261  ;-1,23813  ;1,75399  ;8,86967  ;2,41292e+02
11056  ;-4,11082  ;9,28429  ;5,43308  ;2,41179e+02
4596  ;-2,21346  ;7,2717  ;6,57987  ;2,40623e+02
3697  ;-6,97952  ;7,94886  ;6,25171  ;2,40490e+02
4175  ;-1,93764  ;1,97203  ;6,15419  ;2,40077e+02
7669  ;-1,5705  ;2,5521  ;7,21314  ;2,39379e+02
10614  ;-8,7193  ;0,830354  ;6,81489  ;2,39354e+02
4755  ;-7,90394  ;7,40581  ;6,5235  ;2,39111e+02
6703  ;-1,07415  ;6,60867  ;9,23477  ;2,38679e+02
8560  ;-1,38644  ;9,67204  ;7,5079  ;2,38554e+02
10221  ;0  ;0,43609  ;2,2449  ;2,38551e+02
7792  ;-3,42864  ;9,24748  ;5,31724  ;2,38513e+02
6474  ;-1,30697  ;9,04824  ;6,98445  ;2,38496e+02
6993  ;-0,43609  ;10  ;2,2449  ;2,37917e+02
9995  ;0  ;4,5  ;1,73205  ;2,37898e+02
1025  ;-8,80456  ;8,2538  ;9,34541  ;2,37668e+02
1326  ;-7,80778  ;1,45479  ;5,72803  ;2,37578e+02
9707  ;-9,13398  ;10  ;4  ;2,37204e+02
7175  ;-1,44702  ;2,84445  ;7,43415  ;2,36898e+02
3601  ;-6,02446  ;2,22466  ;6,37863  ;2,36875e+02
2616  ;-8,65469  ;0,864936  ;5,7854  ;2,36738e+02
6298  ;-2,81803  ;9,61372  ;4,69963  ;2,36641e+02
5900  ;-1,39278  ;0,441227  ;9,57036  ;2,36454e+02
7801  ;-2,35439  ;9,56344  ;4,53007  ;2,36431e+02
1416  ;-2,72479  ;0,624233  ;4,97303  ;2,36322e+02
6473  ;-1,35719  ;9,01565  ;7,3774  ;2,36111e+02
5969  ;-8,43895  ;6,43409  ;7,35998  ;2,35805e+02
2033  ;-4,15493  ;5,43011  ;6,72142  ;2,35758e+02
7869  ;-9,68192  ;1,97697  ;2,13408  ;2,35737e+02
1927  ;-10  ;0,458098  ;2,72853  ;2,35412e+02
7592  ;-1,45294  ;8,21094  ;7,20799  ;2,34607e+02
8378  ;-8,8433  ;2,96252  ;8,7014  ;2,34482e+02
4597  ;-1,81153  ;6,75653  ;6,85014  ;2,34449e+02
3675  ;-0,89107  ;0,344477  ;4,26091  ;2,34250e+02
5623  ;-1,4628  ;6,42056  ;7,46099  ;2,34230e+02
3073  ;-8,64681  ;9,52623  ;5,26858  ;2,34111e+02
4204  ;-2,01753  ;5,70124  ;6,79272  ;2,34096e+02
4190  ;-4,32992  ;8,68624  ;5,9321  ;2,33886e+02
3671  ;-0,866025  ;0  ;4  ;2,33243e+02
9606  ;0  ;7,83802  ;2,75179  ;2,33105e+02
9799  ;-8,61103  ;9,69068  ;8,13959  ;2,32516e+02
10125  ;-1,30388  ;0,643102  ;7,52886  ;2,32270e+02
305  ;-0,866025  ;10  ;4,5  ;2,32182e+02
9804  ;-8,97179  ;5,75331  ;9,07003  ;2,32126e+02
9614  ;-8,95005  ;3,10368  ;9,08863  ;2,32017e+02
2513  ;-7,67717  ;6,9908  ;6,51681  ;2,31965e+02
2045  ;-4,87232  ;4,79398  ;6,72417  ;2,31614e+02
9785  ;-8,70096  ;7,25  ;10  ;2,31609e+02
6540  ;-8,63606  ;0,306092  ;7,56368  ;2,31543e+02
670  ;-4,471  ;3,50294  ;6,61728  ;2,31512e+02
2172  ;-8,71769  ;7,62494  ;8,00678  ;2,31448e+02
5448  ;-1,34008  ;0,992271  ;6,50623  ;2,31251e+02
7373  ;-8,89081  ;3,24972  ;9,71078  ;2,30895e+02
752  ;-3,1408  ;5,69305  ;6,62023  ;2,30811e+02
10726  ;-10  ;8,33621  ;1,38418  ;2,30747e+02
2615  ;-8,60989  ;0,803284  ;5,31447  ;2,30597e+02
10276  ;-1,44925  ;8,98445  ;5,79191  ;2,30551e+02
7625  ;-1,51891  ;8,5505  ;6,32797  ;2,29861e+02
2548  ;-1,40882  ;7,86538  ;10  ;2,29729e+02
4662  ;-8,58585  ;5,38711  ;7,62114  ;2,29562e+02
7186  ;0  ;3,21826  ;2,19304  ;2,29099e+02
10204  ;-7,7092  ;8,69859  ;5,73008  ;2,29096e+02
9717  ;-1,81619  ;8,76984  ;5,53934  ;2,28787e+02
7110  ;-1,19823  ;8,89777  ;8,89737  ;2,28512e+02
6599  ;-8,87122  ;6,59036  ;8,6051  ;2,28493e+02
3264  ;-5,52086  ;7,62066  ;6,41749  ;2,28433e+02
3949  ;-1,70711  ;3,42335  ;7,07271  ;2,27886e+02
2258  ;-8,54999  ;2,89545  ;7,37673  ;2,27490e+02
5832  ;-8,37995  ;7,79763  ;6,60153  ;2,27453e+02
7331  ;-1,5  ;0  ;10  ;2,27196e+02
3912  ;-8,29633  ;4,93764  ;7,10792  ;2,27081e+02
9189  ;-8,69751  ;10  ;6,76433  ;2,26967e+02
2171  ;-8,74434  ;8,13851  ;7,95955  ;2,26869e+02
10224  ;0  ;3,05267  ;3,06431  ;2,26816e+02
2181  ;-6,32772  ;5,44055  ;6,68246  ;2,26533e+02
8879  ;-1,30249  ;0  ;6,76433  ;2,25869e+02
7378  ;-8,70353  ;0  ;6,76249  ;2,25831e+02
2330  ;-2,52408  ;4,73744  ;6,64754  ;2,25618e+02
4476  ;-4,62966  ;8,31785  ;6,15896  ;2,25137e+02
4428  ;-9,26085  ;1,14824  ;3,33065  ;2,25100e+02
5719  ;-10  ;3,58436  ;3,16231  ;2,24304e+02
1069  ;-1,27677  ;9,35138  ;8,23108  ;2,24145e+02
3337  ;-2,79331  ;3,30713  ;6,5744  ;2,23762e+02
10143  ;-8,39889  ;1,39196  ;10  ;2,23553e+02
6330  ;-8,84104  ;6,21415  ;8,31131  ;2,23460e+02
283  ;-9,12783  ;10  ;2,48981  ;2,23392e+02
5770  ;-0,309839  ;7,51549  ;1,25837  ;2,22802e+02
11059  ;-8,5  ;10  ;10  ;2,22164e+02
5523  ;-8,72485  ;1,16735  ;7,41464  ;2,21949e+02
6714  ;-0,870878  ;0,717371  ;4,53708  ;2,21919e+02
2537  ;-5,0121  ;6,80757  ;6,66028  ;2,21741e+02
7213  ;-10  ;7,86686  ;2,79283  ;2,21353e+02
4449  ;-8,52668  ;5,84735  ;7,41112  ;2,21204e+02
7173  ;-1,09773  ;2,80632  ;8,73647  ;2,21016e+02
2559  ;-8,12547  ;3,63397  ;6,81368  ;2,20783e+02
5189  ;-8,58167  ;2,41648  ;7,5425  ;2,20733e+02
8379  ;-8,89583  ;2,60785  ;8,51199  ;2,20693e+02
11058  ;-5,34533  ;1,01734  ;5,67278  ;2,20511e+02
5110  ;-1,20018  ;0,617011  ;9,25541  ;2,19802e+02
10527  ;-1,5  ;10  ;10  ;2,19767e+02
228  ;0  ;4,45391  ;2,65957  ;2,19395e+02
7624  ;-1,63012  ;8,10042  ;6,3457  ;2,19314e+02
414  ;-10  ;9,12782  ;2,4898  ;2,19091e+02
8999  ;-1,25892  ;5,78818  ;7,96889  ;2,19076e+02
5145  ;-5,89687  ;8,65078  ;5,93007  ;2,18901e+02
936  ;-8,3742  ;6,71266  ;6,98074  ;2,18277e+02
7171  ;-1,12983  ;2,5685  ;8,44082  ;2,18240e+02
1044  ;-0,916114  ;0,688953  ;4,02182  ;2,18091e+02
803  ;-8,57045  ;7,96944  ;7,01399  ;2,18072e+02
3395  ;-1,30249  ;10  ;6,76434  ;2,18059e+02
1380  ;-8,54965  ;2,18598  ;7,16392  ;2,17968e+02
6537  ;-8,59261  ;0  ;7,86866  ;2,17917e+02
8779  ;-8,43829  ;2,30834  ;6,69336  ;2,17474e+02
5409  ;-8,47233  ;7,34105  ;6,99737  ;2,17428e+02
8429  ;-8,60911  ;0  ;8,39983  ;2,17414e+02
6032  ;-1,4423  ;0,305933  ;4,45665  ;2,17320e+02
10123  ;-1,24076  ;1,33168  ;7,48223  ;2,17187e+02
8643  ;-8,56552  ;1,92436  ;6,82542  ;2,17104e+02
7212  ;-10  ;7,41283  ;3,03358  ;2,17060e+02
5301  ;-0,315711  ;5,90908  ;1,93924  ;2,17032e+02
9806  ;-1,29904  ;2,75  ;10  ;2,16948e+02
6162  ;-8,5857  ;9,04645  ;5,61914  ;2,16872e+02
4163  ;-3,39696  ;1,8416  ;6,10374  ;2,16770e+02
2345  ;-3,09805  ;5,0683  ;6,6298  ;2,16688e+02
7109  ;-1,14562  ;8,27083  ;8,63776  ;2,16601e+02
10703  ;-8,5  ;0  ;10  ;2,16533e+02
2188  ;-7,02877  ;5,69569  ;6,63885  ;2,16321e+02
2196  ;-7,22486  ;7,20786  ;6,49349  ;2,16246e+02
4497  ;-7,2266  ;2,34886  ;6,35889  ;2,16103e+02
9852  ;-0,454983  ;0  ;2,23546  ;2,15789e+02
1379  ;-8,58139  ;1,66274  ;6,48692  ;2,15634e+02
3948  ;-1,90591  ;3,21608  ;6,64629  ;2,15431e+02
1759  ;-4,41848  ;2,80751  ;6,50001  ;2,15194e+02
6254  ;0  ;9,5419  ;2,72853  ;2,15188e+02
1980  ;-5,91351  ;9,32569  ;5,30856  ;2,15148e+02
47  ;-9,13398  ;0  ;4,5  ;2,14534e+02
5692  ;-8,70096  ;2,75  ;10  ;2,14443e+02
6237  ;-1,09396  ;1,66907  ;9,27093  ;2,14433e+02
3303  ;-1,40446  ;10  ;7,85892  ;2,14378e+02
9435  ;-2,64184  ;1,8841  ;6,11605  ;2,14279e+02
7971  ;-8,73519  ;0  ;9,57783  ;2,14248e+02
863  ;-1,99286  ;5,03134  ;6,65571  ;2,14184e+02
6960  ;-5,88203  ;8,96464  ;5,67413  ;2,13819e+02
10850  ;-7,35121  ;0  ;3,96494  ;2,13628e+02
8824  ;-8,94958  ;5,36691  ;9,62833  ;2,13139e+02
1954  ;-5,13446  ;4,27881  ;6,70325  ;2,13121e+02
10228  ;0  ;1,29904  ;3,25  ;2,13039e+02
1605  ;-1,20495  ;0,614199  ;7,05382  ;2,13030e+02
7108  ;-1,1279  ;8,68489  ;8,39623  ;2,12876e+02
2671  ;-8,05506  ;6,75422  ;6,57821  ;2,12769e+02
5179  ;-8,47467  ;3,53046  ;7,20061  ;2,12761e+02
1305  ;-1,58087  ;7,14191  ;6,77055  ;2,12697e+02
4169  ;-8,70202  ;9,09959  ;7,21668  ;2,11859e+02
7790  ;-4,64942  ;9,32422  ;5,34281  ;2,11741e+02
2244  ;-8,88816  ;7,40852  ;8,61745  ;2,11510e+02
827  ;-7,21616  ;6,09938  ;6,55541  ;2,11093e+02
2966  ;-2,56683  ;5,36219  ;6,63797  ;2,11059e+02
2510  ;-7,27941  ;3,12257  ;6,50292  ;2,11049e+02
3065  ;-8,87797  ;8,14058  ;8,73924  ;2,10871e+02
7621  ;-1,48544  ;8,13883  ;6,82949  ;2,10637e+02
6539  ;-8,67893  ;0  ;7,28617  ;2,10463e+02
8188  ;-8,59554  ;10  ;7,85894  ;2,10431e+02
1221  ;-8,78792  ;9,38032  ;7,05997  ;2,10307e+02
10807  ;0  ;2,17255  ;2,2423  ;2,10103e+02
7577  ;-1,40446  ;0  ;7,85894  ;2,09914e+02
6381  ;-10  ;6,78193  ;2,19304  ;2,09809e+02
7379  ;-8,82586  ;0,518759  ;7,02759  ;2,09527e+02
3302  ;-1,38419  ;10  ;8,33619  ;2,08945e+02
7472  ;-8,86856  ;9,10011  ;7,73171  ;2,08916e+02
8825  ;-8,94958  ;4,86691  ;9,62833  ;2,08813e+02
6324  ;-10  ;7,24722  ;2,1623  ;2,08604e+02
3489  ;-5,38738  ;2,8902  ;6,52038  ;2,08592e+02
7605  ;-8,82014  ;0,342938  ;9,17257  ;2,08591e+02
9079  ;-0,977252  ;4,47786  ;9,09928  ;2,08480e+02
3081  ;-8,24676  ;5,44636  ;6,74259  ;2,07890e+02
985  ;-1,18766  ;9,40908  ;6,98471  ;2,07719e+02
7522  ;-4,05231  ;0,662586  ;5,28893  ;2,07698e+02
8469  ;0  ;8,67249  ;2,7142  ;2,07302e+02
9600  ;-8,51798  ;2,66496  ;6,99814  ;2,07269e+02
5676  ;-8,83385  ;2,0185  ;8,27722  ;2,07223e+02
7578  ;-1,38418  ;0  ;8,33621  ;2,07215e+02
8186  ;-8,67554  ;10  ;7,27871  ;2,07196e+02
2686  ;-7,56445  ;7,60627  ;6,32219  ;2,06488e+02
5177  ;-8,84876  ;3,82281  ;8,15464  ;2,06434e+02
9177  ;-8,661  ;7,79937  ;10  ;2,06228e+02
8778  ;-8,45416  ;2,04672  ;6,35486  ;2,06204e+02
5069  ;-8,06735  ;1,94274  ;5,97542  ;2,05835e+02
2399  ;-5,4515  ;6,51198  ;6,64454  ;2,05556e+02
7913  ;-8,78299  ;0,824851  ;7,3051  ;2,05082e+02
9797  ;-8,61582  ;10  ;8,33621  ;2,04843e+02
6012  ;-8,70726  ;8,68567  ;9,6727  ;2,04733e+02
8880  ;-1,32446  ;0  ;7,27871  ;2,04661e+02
6005  ;-8,88855  ;8,84756  ;8,95194  ;2,04457e+02
448  ;-10  ;5,54829  ;2,65947  ;2,04440e+02
6329  ;-8,90021  ;5,75391  ;8,52133  ;2,04440e+02
5695  ;-8,89081  ;2,74972  ;9,71078  ;2,03896e+02
4611  ;-1,27005  ;4,00336  ;7,54192  ;2,03801e+02
7793  ;-3,52451  ;8,82952  ;5,62908  ;2,03453e+02
6594  ;-1,14902  ;1,31894  ;8,96885  ;2,03055e+02
8035  ;-10  ;6,42323  ;3,16367  ;2,02325e+02
4445  ;-8,63236  ;4,95837  ;7,37177  ;2,02263e+02
6279  ;-9,6929  ;4,35482  ;1,83851  ;2,02156e+02
2173  ;-8,77632  ;7,83397  ;7,72504  ;2,01967e+02
7627  ;-1,99138  ;8,31203  ;5,94025  ;2,01816e+02
4000  ;-8,14601  ;4,64559  ;6,74639  ;2,01686e+02
6761  ;-8,87357  ;4,33601  ;8,20491  ;2,01667e+02
1141  ;-9,05402  ;4,09373  ;9,25059  ;2,01533e+02
488  ;-1,52993  ;9,15545  ;10  ;2,01406e+02
6248  ;-2,18609  ;10  ;3,74075  ;2,01313e+02
8965  ;-1,03815  ;3,22754  ;9,69809  ;2,01026e+02
1183  ;-1,50829  ;3,04066  ;6,94473  ;2,00825e+02
3630  ;-7,81674  ;4,97277  ;6,60251  ;2,00788e+02
4176  ;-1,52408  ;1,78853  ;6,24757  ;2,00617e+02
785  ;-5,81408  ;5,5891  ;6,64262  ;2,00205e+02
934  ;-8,18946  ;7,62583  ;6,18908  ;2,00086e+02
50  ;-0,866025  ;0  ;4,5  ;1,99915e+02
8747  ;-8,15795  ;3,17836  ;6,50733  ;1,99725e+02
2689  ;-7,95286  ;1,03806  ;5,16237  ;1,99720e+02
7471  ;-8,83233  ;8,87671  ;8,33021  ;1,99579e+02
7781  ;-2,4845  ;9,17675  ;5,17129  ;1,99503e+02
10896  ;-1,21839  ;1,67326  ;7,25567  ;1,99409e+02
10290  ;-1,05569  ;8,63491  ;9,28737  ;1,98537e+02
2956  ;-2,85507  ;6,47795  ;6,48664  ;1,98433e+02
7304  ;-1,23222  ;9,38023  ;7,60789  ;1,98389e+02
4166  ;-8,89984  ;9,21038  ;6,63054  ;1,98176e+02
1518  ;-0,993305  ;7,0449  ;9,34835  ;1,97881e+02
8893  ;0  ;7,38454  ;2,99869  ;1,97726e+02
6705  ;-1,12942  ;7,78731  ;9,66801  ;1,97197e+02
2506  ;-7,75961  ;3,90238  ;6,49257  ;1,97101e+02
2828  ;-7,05383  ;4,25557  ;6,51496  ;1,97095e+02
5694  ;-8,6609  ;2,20072  ;10  ;1,96838e+02
4440  ;-8,53272  ;4,30808  ;7,12939  ;1,96754e+02
5799  ;-1,01051  ;5,83622  ;9,56059  ;1,96651e+02
5205  ;-1,32445  ;10  ;7,27871  ;1,96118e+02
5833  ;-8,28183  ;7,16924  ;6,58491  ;1,96071e+02
6446  ;-8,98815  ;9,62862  ;4,12723  ;1,95997e+02
8032  ;-2,02086  ;9,12647  ;5,00173  ;1,95905e+02
1027  ;-8,15964  ;9,05247  ;5,03717  ;1,95480e+02
5991  ;-1,02179  ;3,23629  ;8,57839  ;1,95255e+02
2243  ;-8,97081  ;7,03704  ;8,52204  ;1,94875e+02
10816  ;-1,03691  ;0,621566  ;6,53122  ;1,94843e+02
8433  ;-8,79407  ;0  ;8,88268  ;1,94624e+02
449  ;-10  ;4,45697  ;2,65981  ;1,94615e+02
7475  ;-1,3003  ;5,54666  ;7,52906  ;1,94512e+02
10065  ;0  ;8,17992  ;2,39179  ;1,94505e+02
847  ;-8,4863  ;3,14394  ;6,83237  ;1,94492e+02
5364  ;-0,902075  ;9,67163  ;4,77366  ;1,93756e+02
5707  ;-9,01096  ;6,59489  ;9,07421  ;1,93386e+02
24  ;0  ;0  ;3  ;1,93062e+02
1315  ;-8,32693  ;2,4307  ;6,2228  ;1,92954e+02
5691  ;-9,14959  ;9,43587  ;4,62331  ;1,92939e+02
4362  ;-1,87647  ;9,56344  ;4,29826  ;1,92496e+02
10383  ;-10  ;4,07237  ;3,17229  ;1,92336e+02
7176  ;-1,26719  ;3,50727  ;7,51209  ;1,92324e+02
6323  ;-10  ;7,82746  ;2,2423  ;1,92272e+02
10871  ;-1,09512  ;8,30323  ;8,24479  ;1,92168e+02
4551  ;-8,46194  ;6,12592  ;7,03188  ;1,91176e+02
6707  ;-1,00308  ;8,00796  ;9,02775  ;1,91148e+02
5949  ;0  ;6,96797  ;2,59121  ;1,91112e+02
2202  ;-8,07303  ;6,1675  ;6,58719  ;1,90712e+02
3958  ;-1,58751  ;2,7399  ;6,57946  ;1,90612e+02
9758  ;-1,339  ;2,20063  ;10  ;1,90608e+02
1420  ;-8,80781  ;0,652052  ;8,12334  ;1,90368e+02
5383  ;-8,75153  ;7,43279  ;7,54278  ;1,90289e+02
10405  ;-1,1981  ;10  ;9,57038  ;1,89954e+02
10894  ;-1,15147  ;1,68564  ;7,72108  ;1,89768e+02
10789  ;-2,6536  ;0  ;3,95912  ;1,89427e+02
11060  ;-8,80224  ;10  ;9,57036  ;1,89369e+02
7369  ;-1,30277  ;6,08718  ;7,43885  ;1,87937e+02
3341  ;-2,14819  ;4,21142  ;6,50178  ;1,87922e+02
5367  ;-8,9335  ;8,48386  ;8,28475  ;1,87321e+02
2687  ;-8,09552  ;0,782239  ;4,86935  ;1,86687e+02
5626  ;-1,38236  ;6,74981  ;7,07745  ;1,86642e+02
3070  ;-9,14959  ;9,43587  ;5,12331  ;1,86629e+02
5798  ;-1,01051  ;6,33622  ;9,56059  ;1,86044e+02
3602  ;-6,5822  ;2,28408  ;6,24816  ;1,85914e+02
1029  ;-8,54967  ;5,53919  ;7,08302  ;1,85744e+02
2104  ;-8,71213  ;8,71404  ;5,93685  ;1,85581e+02
7132  ;-1,97588  ;1,47344  ;5,62438  ;1,85400e+02
2191  ;-7,39261  ;5,32277  ;6,56224  ;1,85389e+02
10216  ;-1,30603  ;1,03545  ;5,58159  ;1,84886e+02
8324  ;-8,5114  ;9,6747  ;4,31682  ;1,84560e+02
3813  ;-6,56727  ;7,9406  ;6,13345  ;1,84338e+02
1185  ;-1,66672  ;2,43914  ;6,21419  ;1,84281e+02
10765  ;-1,19755  ;1,19201  ;6,95525  ;1,84263e+02
2060  ;-7,02816  ;3,52874  ;6,46827  ;1,84256e+02
9369  ;-2,4492  ;1,1001  ;5,51968  ;1,83354e+02
3068  ;-9,00842  ;8,08146  ;9,12676  ;1,83293e+02
4160  ;-3,72054  ;2,18768  ;6,26033  ;1,83120e+02
3513  ;-8,86274  ;9,69068  ;8,61538  ;1,82909e+02
11350  ;-1,11232  ;5,2579  ;8,07684  ;1,82500e+02
1463  ;-0,927073  ;3,85893  ;8,94841  ;1,82461e+02
7165  ;-1,05389  ;2,99847  ;8,28274  ;1,82386e+02
10196  ;-8,91705  ;7,23823  ;8,2102  ;1,82205e+02
5563  ;-1,13247  ;0  ;8,81201  ;1,82195e+02
11434  ;-1,0774  ;8,71729  ;8,00326  ;1,82075e+02
5199  ;-0,309386  ;4,79523  ;1,82788  ;1,82005e+02
9152  ;-6,04616  ;1,04788  ;5,60996  ;1,81833e+02
1925  ;-9,54239  ;0  ;2,22632  ;1,81634e+02
4180  ;-1,32546  ;1,71387  ;6,7024  ;1,81626e+02
4168  ;-8,81393  ;8,92965  ;6,78725  ;1,81452e+02
3712  ;-8,93307  ;2,92745  ;8,3384  ;1,81186e+02
9247  ;-7,33925  ;10  ;3,96704  ;1,80989e+02
4056  ;-1,07157  ;7,85937  ;8,07563  ;1,80939e+02
6844  ;-7,8001  ;9,19019  ;5,07495  ;1,80892e+02
11387  ;-8,55257  ;1,28099  ;5,91856  ;1,80758e+02
3329  ;-2,67941  ;3,91753  ;6,49361  ;1,80631e+02
5354  ;-1,13611  ;0,336003  ;8,2436  ;1,80377e+02
8124  ;-1,14934  ;9,19679  ;9,61936  ;1,80201e+02
4609  ;-1,10795  ;4,59161  ;7,98021  ;1,79848e+02
7305  ;-1,09549  ;8,66492  ;7,45547  ;1,79841e+02
5631  ;-1,38641  ;6,2512  ;6,97303  ;1,79629e+02
2101  ;-8,7911  ;8,50494  ;6,60756  ;1,79562e+02
2560  ;-8,5595  ;3,8803  ;6,92935  ;1,79208e+02
6997  ;-5,2384  ;8,99883  ;5,6203  ;1,79026e+02
8748  ;-8,40662  ;2,78732  ;6,52758  ;1,78938e+02
5107  ;-1,19776  ;0  ;9,57036  ;1,78892e+02
6350  ;-0,900947  ;2,97631  ;9,11144  ;1,78876e+02
11217  ;-9,06866  ;5,42935  ;8,68753  ;1,78772e+02
7309  ;-1,15196  ;8,76511  ;6,58055  ;1,77953e+02
4612  ;-1,04307  ;3,83785  ;8,1066  ;1,77950e+02
8997  ;-1,01921  ;6,32121  ;8,55672  ;1,77816e+02
1906  ;-3,85196  ;5,88045  ;6,63794  ;1,77754e+02
10229  ;0  ;1,30212  ;2,7449  ;1,77154e+02
1747  ;-3,78109  ;2,67995  ;6,43823  ;1,77090e+02
1395  ;-0,938124  ;9,34326  ;5,04733  ;1,76726e+02
6331  ;-8,93791  ;5,89019  ;7,92881  ;1,76197e+02
5436  ;-1,23616  ;2,06784  ;6,94125  ;1,75948e+02
1229  ;-4,75571  ;8,81929  ;5,71479  ;1,75916e+02
7100  ;0  ;5,27283  ;3,06193  ;1,75650e+02
6685  ;-0,946729  ;4,79839  ;9,62508  ;1,75621e+02
129  ;-5,62661  ;0  ;4,41208  ;1,75533e+02
8609  ;-0,845834  ;0,372894  ;4,77617  ;1,75225e+02
6349  ;-1,03815  ;2,72754  ;9,69809  ;1,75054e+02
4620  ;-1,60781  ;3,82294  ;6,80078  ;1,74463e+02
3814  ;-6,90687  ;8,33901  ;5,96215  ;1,74332e+02
3516  ;-8,91896  ;9,66153  ;9,23712  ;1,74274e+02
2241  ;-9,02791  ;7,41305  ;9,08656  ;1,74231e+02
9190  ;-8,96095  ;9,69016  ;6,77998  ;1,73768e+02
2192  ;-7,58001  ;5,72646  ;6,47879  ;1,73693e+02
6762  ;-8,91068  ;4,12894  ;7,7778  ;1,73456e+02
2105  ;-8,49147  ;8,17854  ;6,34329  ;1,73285e+02
10889  ;-1,1291  ;2,02723  ;7,49452  ;1,73174e+02
7974  ;-10  ;2,61643  ;2,99793  ;1,72912e+02
4622  ;-1,3036  ;3,85647  ;7,11606  ;1,72852e+02
5594  ;-0,902075  ;9,67163  ;5,27366  ;1,72662e+02
7867  ;-10  ;2,16224  ;2,75187  ;1,72462e+02
4073  ;-9,07287  ;9,52022  ;5,85056  ;1,72244e+02
7594  ;-1,09117  ;8,3797  ;7,62818  ;1,72144e+02
9666  ;-8,98875  ;6,70849  ;9,63251  ;1,72135e+02
5468  ;-2,75556  ;8,30098  ;5,88404  ;1,71951e+02
5356  ;-1,15639  ;0,336003  ;7,76633  ;1,71650e+02
7480  ;-1,1537  ;5,01638  ;7,63701  ;1,71540e+02
3487  ;-5,68645  ;2,55981  ;6,40751  ;1,71031e+02
9181  ;-5,26988  ;9,35988  ;5,25473  ;1,70922e+02
6744  ;-0,946729  ;5,29839  ;9,62508  ;1,70691e+02
2565  ;-9,17088  ;0,491945  ;4,83361  ;1,70664e+02
2736  ;-1,08248  ;9,61907  ;9,18974  ;1,70343e+02
7161  ;-1,14337  ;4,42178  ;7,58045  ;1,70197e+02
3514  ;-8,86753  ;10  ;8,81201  ;1,70149e+02
2878  ;-1,03266  ;9,12596  ;6,5808  ;1,70074e+02
9567  ;-2,1897  ;0  ;3,73174  ;1,69906e+02
7615  ;-1,15765  ;8,3389  ;6,73342  ;1,69587e+02
2961  ;-2,39011  ;6,34011  ;6,44257  ;1,69566e+02
804  ;-8,4125  ;8,38765  ;5,67259  ;1,69464e+02
5362  ;-1,44345  ;9,56344  ;4,54826  ;1,69226e+02
2152  ;-5,83772  ;6,38623  ;6,58247  ;1,69118e+02
