13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SZ (N/m^2)
4835  ;-3,07721  ;4,10867  ;1,1617  ;-2,19798e+04
5318  ;-4,85934  ;2,83169  ;1,32078  ;-2,19881e+04
7114  ;-7,44114  ;7,20022  ;0,991103  ;-2,20145e+04
11338  ;-8,26969  ;0,651639  ;0,756021  ;-2,20370e+04
1554  ;-2,91438  ;0,877306  ;1,00275  ;-2,20378e+04
6943  ;-6,54328  ;4,50555  ;1,19679  ;-2,20489e+04
1795  ;-3,94387  ;8,15568  ;1,21818  ;-2,20501e+04
7336  ;-3,0594  ;4,67119  ;1,14013  ;-2,20516e+04
4388  ;-4,55559  ;4,09228  ;1,32637  ;-2,20621e+04
9052  ;-0,378856  ;9,1301  ;0,3892  ;-2,20858e+04
7329  ;-3,07116  ;5,23834  ;1,14558  ;-2,20876e+04
10310  ;-7,9859  ;5,98086  ;0,894631  ;-2,21388e+04
8282  ;-2,14962  ;9,42151  ;0,80079  ;-2,21389e+04
5742  ;-5,3503  ;9,56596  ;0,944582  ;-2,21578e+04
3172  ;-5,18319  ;4,10781  ;1,32318  ;-2,21607e+04
6781  ;-4,82301  ;6,18725  ;1,32672  ;-2,21838e+04
9564  ;-3,38831  ;2,12678  ;1,17884  ;-2,22155e+04
10319  ;-6,60637  ;9,31376  ;1,01108  ;-2,22564e+04
8746  ;-4,36505  ;3,66595  ;1,29349  ;-2,22614e+04
7147  ;-9,15961  ;6,28639  ;0,5208  ;-2,22728e+04
5605  ;-5,4944  ;3,81436  ;1,30232  ;-2,22835e+04
7905  ;-4,52894  ;4,71663  ;1,30647  ;-2,22850e+04
9743  ;-3,09396  ;3,07376  ;1,10034  ;-2,22882e+04
11397  ;-7,73197  ;9,3317  ;0,793344  ;-2,23086e+04
6817  ;-5,95718  ;7,46131  ;1,24661  ;-2,23245e+04
10705  ;-6,69803  ;5,6439  ;1,1472  ;-2,23251e+04
6935  ;-5,15655  ;4,73216  ;1,30328  ;-2,23406e+04
3681  ;-4,52079  ;5,23762  ;1,29845  ;-2,23447e+04
7765  ;-2,56917  ;1,8596  ;1,0115  ;-2,23670e+04
1548  ;-8,94035  ;7,02511  ;0,582253  ;-2,23823e+04
9877  ;-4,20324  ;1,40625  ;1,18815  ;-2,23880e+04
5198  ;-5,20189  ;5,25663  ;1,29821  ;-2,24025e+04
7030  ;-1,24164  ;3,93494  ;0,548208  ;-2,24181e+04
7819  ;-4,9025  ;2,25296  ;1,25112  ;-2,24356e+04
3427  ;-6,94563  ;7,94081  ;1,07364  ;-2,24441e+04
7053  ;-5,07698  ;5,93573  ;1,29965  ;-2,24840e+04
9821  ;-5,14993  ;8,4957  ;1,19089  ;-2,25161e+04
7448  ;-3,42308  ;5,60489  ;1,15742  ;-2,25206e+04
10046  ;-7,38205  ;2,02836  ;1,02215  ;-2,25221e+04
10258  ;-7,9663  ;4,99094  ;0,863892  ;-2,25222e+04
9985  ;-3,86022  ;2,09176  ;1,18547  ;-2,25228e+04
1048  ;-4,89628  ;3,73729  ;1,28631  ;-2,25349e+04
9425  ;-8,86502  ;7,58079  ;0,616827  ;-2,25440e+04
5653  ;-7,45178  ;0,947671  ;0,946554  ;-2,26329e+04
5652  ;-7,16028  ;1,62679  ;1,02242  ;-2,26448e+04
10903  ;-7,4418  ;7,99113  ;0,994587  ;-2,26505e+04
4993  ;-4,15128  ;3,13896  ;1,21779  ;-2,26730e+04
1797  ;-4,17729  ;8,70121  ;1,15773  ;-2,26905e+04
8063  ;-3,46539  ;4,35486  ;1,14277  ;-2,26968e+04
1445  ;-7,9846  ;6,48831  ;0,836328  ;-2,27698e+04
7446  ;-3,30424  ;6,30259  ;1,10703  ;-2,28253e+04
8771  ;-4,86963  ;4,36164  ;1,26641  ;-2,28320e+04
10056  ;-7,14891  ;2,41504  ;1,01651  ;-2,28681e+04
10649  ;-2,00139  ;6,01849  ;0,858033  ;-2,28753e+04
9833  ;-4,46875  ;8,28705  ;1,1815  ;-2,28795e+04
1133  ;-4,84298  ;4,986  ;1,2465  ;-2,28954e+04
10055  ;-6,62478  ;2,53846  ;1,10454  ;-2,29030e+04
7899  ;-6,15462  ;2,61836  ;1,15564  ;-2,29173e+04
7587  ;-7,21739  ;7,56019  ;0,98902  ;-2,29244e+04
4009  ;-6,56781  ;7,36692  ;1,10077  ;-2,30134e+04
10010  ;-1,26665  ;2,95443  ;0,544792  ;-2,30156e+04
3285  ;-2,45213  ;6,38407  ;0,920777  ;-2,30319e+04
9823  ;-3,77778  ;7,74275  ;1,128  ;-2,30410e+04
5232  ;-0,887062  ;6,73558  ;0,485592  ;-2,30470e+04
5319  ;-4,6825  ;3,2103  ;1,21061  ;-2,30975e+04
1256  ;-7,93107  ;3,61111  ;0,833218  ;-2,31054e+04
3431  ;-5,99322  ;8,63595  ;1,11745  ;-2,31085e+04
8692  ;-6,82174  ;6,47344  ;1,06979  ;-2,31155e+04
3001  ;-8,72659  ;6,03639  ;0,5208  ;-2,31627e+04
6933  ;-6,66353  ;5,17157  ;1,07771  ;-2,32230e+04
3435  ;-5,66682  ;8,3149  ;1,14672  ;-2,32286e+04
7848  ;-9,49509  ;9,24703  ;0,434705  ;-2,32325e+04
8694  ;-6,54554  ;6,10535  ;1,10484  ;-2,32353e+04
885  ;-6,15883  ;9,37717  ;0,944624  ;-2,32456e+04
6078  ;-9,525  ;5,0579  ;0,384563  ;-2,32551e+04
1096  ;-5,2006  ;9,13192  ;1,02314  ;-2,32754e+04
10041  ;-6,8228  ;2,01214  ;1,01702  ;-2,33342e+04
6819  ;-6,36499  ;6,90889  ;1,08596  ;-2,33867e+04
9069  ;-0,890139  ;7,24068  ;0,485592  ;-2,33931e+04
7455  ;-7,4943  ;8,95687  ;0,877128  ;-2,34373e+04
8829  ;-3,23585  ;8,66907  ;0,990052  ;-2,34424e+04
10679  ;-8,50721  ;2,8829  ;0,649799  ;-2,34553e+04
8691  ;-6,08879  ;6,54081  ;1,121  ;-2,34935e+04
8050  ;-6,29867  ;2,13555  ;1,10505  ;-2,34945e+04
9563  ;-3,017  ;1,8411  ;0,985755  ;-2,35035e+04
10129  ;-1,48695  ;1,21379  ;0,646468  ;-2,35527e+04
7934  ;-7,6136  ;5,32784  ;0,865533  ;-2,35577e+04
7901  ;-6,60135  ;3,8955  ;1,04716  ;-2,36200e+04
1207  ;-4,46873  ;2,68331  ;1,13491  ;-2,36368e+04
10514  ;-1,58881  ;2,30344  ;0,653721  ;-2,36687e+04
6459  ;-8,40077  ;7,81839  ;0,647712  ;-2,36748e+04
8053  ;-5,61947  ;2,4259  ;1,11412  ;-2,36781e+04
6919  ;-6,20946  ;5,82261  ;1,10358  ;-2,36844e+04
3423  ;-5,67972  ;9,25455  ;0,983882  ;-2,37196e+04
8726  ;-8,47611  ;7,2627  ;0,613137  ;-2,37305e+04
9611  ;-5,85332  ;6,19591  ;1,11351  ;-2,37360e+04
10706  ;-3,93044  ;7,22199  ;1,09483  ;-2,37519e+04
6818  ;-5,71227  ;6,96235  ;1,12913  ;-2,37888e+04
7923  ;-8,36219  ;8,39994  ;0,664062  ;-2,38158e+04
4189  ;-5,69443  ;2,98294  ;1,11813  ;-2,38171e+04
9582  ;-3,3476  ;4,9445  ;1,0282  ;-2,38270e+04
1009  ;-7,94539  ;4,50847  ;0,774849  ;-2,38296e+04
10993  ;-7,93823  ;4,05979  ;0,804033  ;-2,38322e+04
9741  ;-3,68887  ;0,516324  ;0,8372  ;-2,38378e+04
1052  ;-2,03071  ;5,4427  ;0,778346  ;-2,38501e+04
9834  ;-4,30266  ;7,87413  ;1,09131  ;-2,38692e+04
4838  ;-3,43642  ;3,70206  ;1,02494  ;-2,38829e+04
7589  ;-6,83957  ;6,9863  ;1,01614  ;-2,39358e+04
8795  ;-9,00896  ;9,0441  ;0,414091  ;-2,39399e+04
10203  ;-4,18887  ;0,516324  ;0,8372  ;-2,39418e+04
9612  ;-5,4768  ;6,61745  ;1,12163  ;-2,39424e+04
9635  ;-5,78114  ;7,90648  ;1,07658  ;-2,39614e+04
9574  ;-1,64638  ;1,69518  ;0,663941  ;-2,39928e+04
8758  ;-5,43283  ;3,39506  ;1,1148  ;-2,40503e+04
10478  ;-4,30163  ;0,858026  ;0,978484  ;-2,40837e+04
9480  ;-4,46113  ;1,87952  ;1,0992  ;-2,40995e+04
11430  ;-2,4643  ;1,1165  ;0,834958  ;-2,41028e+04
8055  ;-3,69952  ;5,31105  ;1,04005  ;-2,41338e+04
10647  ;-4,19938  ;6,95409  ;1,08671  ;-2,41551e+04
6360  ;-6,17186  ;4,79352  ;1,05643  ;-2,41749e+04
10955  ;-6,75847  ;8,60191  ;0,936025  ;-2,41884e+04
11409  ;-2,48145  ;5,80828  ;0,841091  ;-2,41933e+04
6956  ;-0,857694  ;7,77222  ;0,422208  ;-2,42102e+04
9289  ;-9,27202  ;8,71538  ;0,414091  ;-2,42127e+04
4952  ;-9,49363  ;4,05197  ;0,374356  ;-2,42153e+04
6918  ;-6,19291  ;5,38096  ;1,05366  ;-2,42200e+04
6782  ;-4,88574  ;6,56108  ;1,09684  ;-2,42668e+04
8044  ;-3,75359  ;4,62818  ;1,03085  ;-2,42693e+04
11370  ;-7,47905  ;5,81997  ;0,842749  ;-2,42736e+04
10576  ;-5,57832  ;7,44846  ;1,06177  ;-2,42894e+04
10636  ;-3,74788  ;6,6984  ;1,02981  ;-2,43173e+04
11237  ;-3,46927  ;9,21461  ;0,929594  ;-2,43372e+04
3658  ;-3,7405  ;9,54903  ;0,780421  ;-2,43452e+04
6225  ;-2,7148  ;9,45587  ;0,758142  ;-2,43515e+04
2276  ;-9,64601  ;0,917622  ;0,366678  ;-2,43719e+04
7449  ;-3,69176  ;6,04949  ;1,01999  ;-2,44272e+04
10956  ;-4,83159  ;8,06461  ;1,0505  ;-2,44426e+04
6359  ;-6,17459  ;4,1588  ;1,02696  ;-2,44561e+04
5778  ;-0,829663  ;5,21663  ;0,419937  ;-2,44740e+04
4188  ;-6,11572  ;3,43862  ;1,02396  ;-2,44849e+04
8054  ;-3,95292  ;5,57844  ;1,04007  ;-2,44878e+04
9900  ;-1,32008  ;6,98558  ;0,485592  ;-2,45052e+04
6361  ;-5,86338  ;4,45224  ;1,04782  ;-2,45064e+04
10063  ;-7,25464  ;8,65223  ;0,856968  ;-2,45076e+04
3659  ;-4,2405  ;9,54903  ;0,780421  ;-2,45146e+04
6920  ;-5,92977  ;5,56415  ;1,03998  ;-2,45240e+04
706  ;-2,93219  ;6,17386  ;0,903835  ;-2,45336e+04
7856  ;-7,05223  ;0,913476  ;0,897249  ;-2,45401e+04
7112  ;-7,99823  ;6,99431  ;0,740175  ;-2,45505e+04
6784  ;-4,49182  ;6,5888  ;1,06217  ;-2,45543e+04
8743  ;-5,15928  ;2,79048  ;1,0766  ;-2,45553e+04
8045  ;-4,01514  ;4,37458  ;1,03889  ;-2,45671e+04
7832  ;-8,54436  ;9,57036  ;0,434682  ;-2,45749e+04
9765  ;-3,39606  ;0,954977  ;0,905561  ;-2,45935e+04
10925  ;-1,22739  ;7,60307  ;0,585677  ;-2,46133e+04
7078  ;-3,72438  ;3,26841  ;1,00532  ;-2,46177e+04
4895  ;-5,39281  ;1,64844  ;1,0039  ;-2,46292e+04
10986  ;-7,52062  ;3,75534  ;0,804605  ;-2,46298e+04
3927  ;-1,39275  ;0,441227  ;0,429665  ;-2,46326e+04
8625  ;-5,57363  ;5,93745  ;1,04991  ;-2,46596e+04
4891  ;-5,88163  ;1,9214  ;0,997874  ;-2,46692e+04
8891  ;-3,8246  ;3,94825  ;1,00601  ;-2,47012e+04
9894  ;-2,01885  ;6,96327  ;0,742969  ;-2,47049e+04
8766  ;-4,31321  ;4,00962  ;1,03778  ;-2,47473e+04
11178  ;-6,63949  ;1,0639  ;0,898503  ;-2,47717e+04
8397  ;-7,96815  ;3,13015  ;0,7253  ;-2,47788e+04
4978  ;-7,5927  ;4,84536  ;0,77649  ;-2,47874e+04
3289  ;-2,42642  ;6,88619  ;0,781505  ;-2,47907e+04
6356  ;-5,54291  ;4,14418  ;1,04149  ;-2,47956e+04
8749  ;-5,85412  ;3,85074  ;1,02063  ;-2,48060e+04
11431  ;-2,7342  ;1,48176  ;0,835713  ;-2,48185e+04
7912  ;-4,30147  ;5,86207  ;1,02535  ;-2,48187e+04
8943  ;-4,04032  ;6,33312  ;1,00527  ;-2,48491e+04
8942  ;-4,49494  ;7,28294  ;1,01314  ;-2,48588e+04
6941  ;-5,86408  ;5,07814  ;1,00895  ;-2,48673e+04
8043  ;-3,97471  ;4,94123  ;0,991808  ;-2,48943e+04
4906  ;-5,20244  ;2,21174  ;1,00694  ;-2,49124e+04
7082  ;-4,12268  ;3,58329  ;1,00489  ;-2,49293e+04
10629  ;-2,95794  ;9,12144  ;0,885346  ;-2,49451e+04
4983  ;-7,52778  ;4,20402  ;0,775421  ;-2,49456e+04
6792  ;-5,15781  ;6,98731  ;1,0397  ;-2,49478e+04
11111  ;-7,47774  ;6,32742  ;0,784446  ;-2,50106e+04
989  ;-1,828  ;8,84302  ;0,691616  ;-2,50141e+04
5157  ;-2,05678  ;4,99975  ;0,717556  ;-2,50187e+04
8707  ;-9,06996  ;2,29539  ;0,442968  ;-2,50427e+04
4907  ;-4,86489  ;1,90089  ;0,998899  ;-2,50511e+04
5235  ;-0,827034  ;6,23392  ;0,387241  ;-2,50612e+04
8042  ;-4,23626  ;4,68763  ;0,999857  ;-2,51417e+04
8501  ;-4,56197  ;4,38755  ;1,00621  ;-2,51474e+04
4893  ;-6,30201  ;1,44925  ;0,893106  ;-2,51628e+04
8056  ;-4,22811  ;5,20862  ;0,991834  ;-2,52079e+04
9636  ;-5,28797  ;8,30205  ;0,961879  ;-2,52126e+04
6793  ;-4,76389  ;7,01504  ;1,00503  ;-2,52166e+04
7054  ;-4,55544  ;5,61055  ;0,998289  ;-2,52224e+04
6358  ;-5,256  ;3,77367  ;1,00462  ;-2,52246e+04
1435  ;-8,069  ;1,30328  ;0,667708  ;-2,52309e+04
6937  ;-5,5556  ;4,73686  ;1,00033  ;-2,52432e+04
6354  ;-5,18957  ;4,40308  ;1,00301  ;-2,52561e+04
6940  ;-5,60094  ;5,26133  ;0,995266  ;-2,52641e+04
5777  ;-0,829663  ;4,71663  ;0,419937  ;-2,52739e+04
3372  ;-2,12683  ;8,52801  ;0,713253  ;-2,52944e+04
7055  ;-5,23654  ;5,62957  ;0,998056  ;-2,53009e+04
8764  ;-4,6539  ;3,65463  ;0,997715  ;-2,53169e+04
1560  ;-7,9347  ;8,66341  ;0,676722  ;-2,53813e+04
6800  ;-5,02386  ;7,47343  ;0,972334  ;-2,53863e+04
9676  ;-9,50459  ;3,0583  ;0,341108  ;-2,54320e+04
3406  ;-0,851241  ;8,31935  ;0,422208  ;-2,54565e+04
3265  ;-1,26268  ;4,96663  ;0,419937  ;-2,54720e+04
6365  ;-9,08066  ;1,81028  ;0,442968  ;-2,55110e+04
3553  ;-0,808492  ;8,93233  ;0,3892  ;-2,55112e+04
6226  ;-3,22917  ;9,45587  ;0,736173  ;-2,55116e+04
10759  ;-7,52331  ;0,458099  ;0,433013  ;-2,55588e+04
1240  ;-1,89908  ;2,57223  ;0,646729  ;-2,55794e+04
5160  ;-2,51705  ;5,18862  ;0,742208  ;-2,56117e+04
4917  ;-4,55952  ;1,33129  ;0,889528  ;-2,56148e+04
8744  ;-4,98244  ;3,16909  ;0,96643  ;-2,56268e+04
3473  ;-1,51671  ;9,56529  ;0,434705  ;-2,56307e+04
3471  ;-4,88227  ;8,70083  ;0,882756  ;-2,56350e+04
7115  ;-7,49557  ;6,84028  ;0,730796  ;-2,56415e+04
4090  ;-4,04183  ;2,81276  ;0,92244  ;-2,56463e+04
6355  ;-4,90266  ;4,03256  ;0,966145  ;-2,56572e+04
1358  ;-7,24  ;5,18226  ;0,778131  ;-2,56807e+04
10312  ;-6,31093  ;8,66533  ;0,86957  ;-2,57076e+04
8400  ;-7,50515  ;3,21856  ;0,730306  ;-2,57279e+04
1071  ;-2,42566  ;8,21301  ;0,73489  ;-2,57342e+04
8794  ;-8,79733  ;9,31739  ;0,434705  ;-2,57363e+04
3467  ;-4,5908  ;9,11499  ;0,858978  ;-2,57520e+04
9763  ;-3,18203  ;1,46325  ;0,809971  ;-2,57618e+04
1502  ;-8,01187  ;7,5003  ;0,644022  ;-2,57633e+04
3183  ;-0,827034  ;5,73392  ;0,387241  ;-2,57758e+04
4896  ;-5,81319  ;1,17629  ;0,899129  ;-2,57862e+04
8286  ;-1,26268  ;4,46663  ;0,419937  ;-2,57867e+04
1575  ;-2,01423  ;1,3557  ;0,667169  ;-2,58066e+04
9846  ;-2,47343  ;0,458097  ;0,436089  ;-2,58135e+04
8499  ;-4,5503  ;4,957  ;0,939892  ;-2,58149e+04
6938  ;-5,24204  ;4,99069  ;0,943557  ;-2,58253e+04
9456  ;-4,87763  ;5,35894  ;0,946346  ;-2,58552e+04
6936  ;-4,87601  ;4,65692  ;0,946242  ;-2,58601e+04
10655  ;-1,95665  ;1,96396  ;0,656949  ;-2,58614e+04
4914  ;-5,08744  ;1,07884  ;0,894526  ;-2,58763e+04
6362  ;-9,22369  ;1,18251  ;0,366678  ;-2,59566e+04
1322  ;-2,08285  ;4,5568  ;0,656766  ;-2,59598e+04
9470  ;-4,44013  ;3,12764  ;0,922016  ;-2,59702e+04
1239  ;-1,97781  ;3,49736  ;0,62848  ;-2,59952e+04
4259  ;-1,93845  ;3,03479  ;0,637604  ;-2,59958e+04
10447  ;-2,96779  ;5,5542  ;0,804953  ;-2,60000e+04
10635  ;-3,37583  ;6,56967  ;0,826615  ;-2,60096e+04
1359  ;-7,11017  ;3,89957  ;0,775993  ;-2,60244e+04
9479  ;-4,43112  ;2,33124  ;0,882687  ;-2,60612e+04
6080  ;-9,09198  ;4,8079  ;0,384563  ;-2,60770e+04
3408  ;-1,32704  ;8,06764  ;0,422208  ;-2,60913e+04
11182  ;-8,59702  ;1,99628  ;0,442968  ;-2,60963e+04
7447  ;-3,31971  ;5,92075  ;0,816796  ;-2,61040e+04
10450  ;-7,17508  ;4,54091  ;0,777062  ;-2,61292e+04
7821  ;-7,97329  ;8,08185  ;0,660372  ;-2,61652e+04
8353  ;-2,27359  ;2,67918  ;0,66901  ;-2,61746e+04
10431  ;-7,51972  ;9,56391  ;0,454983  ;-2,61832e+04
3374  ;-1,69674  ;7,89849  ;0,585677  ;-2,61860e+04
9596  ;-2,56093  ;4,18316  ;0,702994  ;-2,62051e+04
9231  ;-8,5399  ;0,441289  ;0,422167  ;-2,62251e+04
8745  ;-4,76867  ;2,6421  ;0,89073  ;-2,62377e+04
1613  ;-3,87774  ;1,03265  ;0,808375  ;-2,62484e+04
3313  ;-2,96991  ;8,11  ;0,775312  ;-2,62554e+04
10048  ;-7,80725  ;1,67796  ;0,653192  ;-2,62902e+04
3201  ;-1,26005  ;5,98392  ;0,387241  ;-2,63204e+04
10385  ;-2,50841  ;3,65344  ;0,688851  ;-2,63243e+04
717  ;-3,51415  ;8,00699  ;0,815733  ;-2,63326e+04
3288  ;-2,90648  ;6,67597  ;0,764562  ;-2,63357e+04
10248  ;-2,03033  ;4,02708  ;0,642623  ;-2,63365e+04
7836  ;-8,42219  ;9,26544  ;0,643968  ;-2,63859e+04
1553  ;-8,00523  ;2,6492  ;0,617382  ;-2,63988e+04
9448  ;-2,22655  ;2,32922  ;0,657704  ;-2,63995e+04
7824  ;-7,69504  ;8,35876  ;0,656561  ;-2,64101e+04
8354  ;-2,31296  ;3,14175  ;0,659885  ;-2,64283e+04
7769  ;-2,28412  ;1,72096  ;0,667925  ;-2,64726e+04
11371  ;-7,10544  ;5,6744  ;0,755348  ;-2,65125e+04
3200  ;-1,26005  ;5,48392  ;0,387241  ;-2,65191e+04
10487  ;-2,20269  ;0,779686  ;0,586794  ;-2,65303e+04
5161  ;-2,54313  ;4,74568  ;0,681418  ;-2,65348e+04
1338  ;-3,03901  ;3,80952  ;0,749223  ;-2,65469e+04
10740  ;-8,14572  ;1,921  ;0,637723  ;-2,65581e+04
9916  ;-6,5  ;0,433013  ;0,433013  ;-2,65594e+04
1097  ;-6,46304  ;7,95349  ;0,794515  ;-2,66132e+04
6067  ;-9,06062  ;3,80197  ;0,374356  ;-2,66582e+04
1537  ;-2,6481  ;2,78614  ;0,69129  ;-2,66768e+04
3430  ;-5,33865  ;8,93827  ;0,794129  ;-2,66804e+04
6944  ;-6,74833  ;4,80421  ;0,756858  ;-2,66971e+04
10704  ;-6,76937  ;5,39165  ;0,754089  ;-2,67142e+04
7023  ;-2,84355  ;3,29783  ;0,720257  ;-2,67189e+04
6197  ;-9,09198  ;5,3079  ;0,384563  ;-2,67281e+04
11435  ;-2,60106  ;2,43618  ;0,679985  ;-2,67701e+04
7149  ;-6,5  ;9,56699  ;0,433013  ;-2,67939e+04
5655  ;-7,58548  ;1,27639  ;0,653458  ;-2,68327e+04
7684  ;-2,47125  ;9,54502  ;0,454982  ;-2,68421e+04
1602  ;-6,97089  ;6,16653  ;0,732564  ;-2,68572e+04
10451  ;-6,68341  ;4,16286  ;0,755788  ;-2,68581e+04
7700  ;-2,24564  ;7,77263  ;0,641554  ;-2,68641e+04
2937  ;-8,65897  ;5,0579  ;0,384563  ;-2,68680e+04
8763  ;-6,62454  ;3,44269  ;0,752796  ;-2,68692e+04
5324  ;-8,95072  ;0,85891  ;0,366678  ;-2,68851e+04
11372  ;-3,66681  ;7,48623  ;0,782564  ;-2,68888e+04
9820  ;-2,692  ;8,56237  ;0,670605  ;-2,69079e+04
3476  ;-1,13721  ;9,19539  ;0,3892  ;-2,69210e+04
7825  ;-7,73362  ;7,77721  ;0,640211  ;-2,69223e+04
10770  ;-3,0212  ;4,37203  ;0,727647  ;-2,69454e+04
1574  ;-2,55402  ;2,08621  ;0,66868  ;-2,69496e+04
3312  ;-2,65321  ;7,69555  ;0,68009  ;-2,69525e+04
10625  ;-7,77536  ;2,35092  ;0,628029  ;-2,69543e+04
8690  ;-6,26021  ;7,49547  ;0,779708  ;-2,69664e+04
5741  ;-5,5  ;9,56699  ;0,433013  ;-2,69826e+04
10767  ;-7,67411  ;0,78102  ;0,62695  ;-2,69843e+04
7020  ;-3,32697  ;3,37586  ;0,729596  ;-2,70280e+04
1377  ;-3,0034  ;4,93455  ;0,70607  ;-2,70640e+04
3931  ;-1,66918  ;0,762815  ;0,586794  ;-2,70751e+04
2939  ;-8,65897  ;5,5579  ;0,384563  ;-2,70905e+04
8297  ;-3,23625  ;8,45936  ;0,711027  ;-2,70939e+04
8693  ;-6,51414  ;6,60199  ;0,748732  ;-2,71216e+04
11444  ;-6,95921  ;8,0038  ;0,715458  ;-2,71354e+04
3311  ;-3,19746  ;7,59254  ;0,720511  ;-2,71374e+04
11235  ;-7,0947  ;3,36279  ;0,701693  ;-2,71401e+04
3429  ;-5,81776  ;9,0609  ;0,754872  ;-2,71434e+04
856  ;-7,5455  ;2,05264  ;0,638676  ;-2,71538e+04
11424  ;-6,63481  ;5,88379  ;0,731305  ;-2,71684e+04
7834  ;-8,11996  ;9,69508  ;0,643968  ;-2,71718e+04
6068  ;-8,6276  ;4,05197  ;0,374356  ;-2,71800e+04
8892  ;-3,42719  ;4,05571  ;0,730289  ;-2,71878e+04
6066  ;-9,06062  ;4,30197  ;0,374356  ;-2,71910e+04
5091  ;-4,03904  ;8,13837  ;0,779053  ;-2,71988e+04
7024  ;-3,13152  ;2,86418  ;0,70063  ;-2,72431e+04
7588  ;-6,73479  ;7,57287  ;0,70989  ;-2,72493e+04
7116  ;-7,50921  ;7,34627  ;0,634644  ;-2,72700e+04
11460  ;-7,54223  ;2,7376  ;0,622388  ;-2,72900e+04
1794  ;-3,74758  ;8,55253  ;0,755275  ;-2,73097e+04
1529  ;-6,05739  ;7,03745  ;0,7649  ;-2,73160e+04
5927  ;-3,35532  ;5,3011  ;0,717913  ;-2,73173e+04
9548  ;-4,5  ;0,433013  ;0,433013  ;-2,73546e+04
1578  ;-7,45538  ;8,05412  ;0,636401  ;-2,73840e+04
1443  ;-3,81947  ;6,96547  ;0,749395  ;-2,74174e+04
9738  ;-3,5  ;0,433013  ;0,433013  ;-2,74415e+04
8459  ;-2,39317  ;8,87738  ;0,648968  ;-2,74435e+04
2994  ;-8,6276  ;4,55197  ;0,374356  ;-2,74479e+04
10567  ;-6,27867  ;6,25709  ;0,741233  ;-2,74539e+04
11442  ;-7,32373  ;1,65107  ;0,638942  ;-2,74578e+04
9583  ;-3,40939  ;4,61822  ;0,708713  ;-2,74667e+04
8711  ;-9,07158  ;2,8083  ;0,341108  ;-2,74735e+04
1494  ;-6,25666  ;4,42616  ;0,735584  ;-2,74771e+04
9766  ;-3,66371  ;1,54092  ;0,712785  ;-2,74982e+04
1535  ;-6,29874  ;5,60104  ;0,730046  ;-2,75076e+04
1571  ;-2,06562  ;7,33225  ;0,548219  ;-2,75213e+04
11112  ;-6,98872  ;6,67939  ;0,678914  ;-2,75302e+04
1455  ;-3,70724  ;5,66765  ;0,729756  ;-2,75367e+04
10566  ;-5,82193  ;6,69255  ;0,757401  ;-2,75676e+04
7018  ;-1,41905  ;6,54714  ;0,46886  ;-2,75855e+04
2303  ;-7,31236  ;2,43932  ;0,633035  ;-2,76012e+04
1228  ;-6,13891  ;2,98581  ;0,729599  ;-2,76221e+04
11110  ;-3,76336  ;6,31656  ;0,739576  ;-2,76241e+04
1206  ;-3,61493  ;2,94221  ;0,709969  ;-2,76687e+04
11362  ;-6,2777  ;5,0136  ;0,732815  ;-2,76740e+04
1102  ;-4,56393  ;8,26975  ;0,742373  ;-2,76957e+04
9669  ;-5,9426  ;5,97434  ;0,739974  ;-2,76971e+04
9898  ;-4,13562  ;1,50591  ;0,719419  ;-2,77022e+04
10285  ;-2,47319  ;7,25516  ;0,586754  ;-2,77024e+04
5766  ;-3,35012  ;7,07178  ;0,687342  ;-2,77125e+04
3470  ;-4,27246  ;8,68391  ;0,718595  ;-2,77137e+04
11337  ;-4,1917  ;7,61761  ;0,745884  ;-2,77286e+04
719  ;-3,981  ;9,09807  ;0,694817  ;-2,77314e+04
1601  ;-5,58646  ;6,34765  ;0,749902  ;-2,77397e+04
11446  ;-6,53197  ;7,11485  ;0,695083  ;-2,77574e+04
11423  ;-7,23096  ;7,62318  ;0,630833  ;-2,77631e+04
5192  ;-4,5  ;9,56699  ;0,433013  ;-2,77714e+04
7894  ;-5,93619  ;4,1181  ;0,72926  ;-2,77738e+04
9541  ;-3,0489  ;2,41767  ;0,654243  ;-2,77761e+04
1587  ;-3,81538  ;4,3019  ;0,711355  ;-2,77934e+04
11376  ;-5,87732  ;3,39793  ;0,726267  ;-2,78031e+04
10919  ;-6,60907  ;2,90591  ;0,678496  ;-2,78031e+04
3766  ;-3,5  ;9,56699  ;0,433013  ;-2,78180e+04
1385  ;-7,10196  ;1,2495  ;0,639208  ;-2,78292e+04
10646  ;-4,11191  ;6,60019  ;0,724853  ;-2,78508e+04
7081  ;-4,01323  ;3,25709  ;0,709545  ;-2,79035e+04
1065  ;-2,88076  ;7,17808  ;0,625289  ;-2,79434e+04
855  ;-7,07923  ;2,82601  ;0,627394  ;-2,79481e+04
11367  ;-4,05579  ;5,95128  ;0,715034  ;-2,79498e+04
9235  ;-9,07158  ;3,3083  ;0,341108  ;-2,79524e+04
1493  ;-5,61572  ;3,81005  ;0,722935  ;-2,79936e+04
9566  ;-3,00186  ;2,06771  ;0,642937  ;-2,79975e+04
10428  ;-4,11345  ;3,93694  ;0,710238  ;-2,80130e+04
