13:23; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: 
Referencia seleccionada: Todos
Elemento  ;X (mm)  ;Y (mm)  ;Z (mm)  ;EPSY
7086  ;-5,23451  ;7,77364  ;9,64046  ;-5,03961e-07
1157  ;-6,59925  ;1,88206  ;6,38982  ;-5,03969e-07
1258  ;-5,82509  ;2,17572  ;8,15318  ;-5,03971e-07
5496  ;-4,30809  ;7,44564  ;9,10711  ;-5,03980e-07
3555  ;-4,63801  ;7,60298  ;8,82429  ;-5,03987e-07
5078  ;-2,43262  ;4,37239  ;8,69455  ;-5,04003e-07
3342  ;-5,80929  ;7,50258  ;8,82622  ;-5,04009e-07
7542  ;-7,55185  ;5,23342  ;9,41003  ;-5,04016e-07
5074  ;-2,46522  ;6,03949  ;8,46613  ;-5,04024e-07
4922  ;-6,64618  ;8,19172  ;4,21726  ;-5,04028e-07
3084  ;-4,05234  ;2,27586  ;9,84056  ;-5,04031e-07
7506  ;-7,34776  ;3,74554  ;9,6497  ;-5,04035e-07
6363  ;-5,32202  ;2,26344  ;9,67863  ;-5,04035e-07
392  ;-7,69507  ;7,00399  ;3,40873  ;-5,04037e-07
6792  ;-4,72982  ;7,72052  ;9,6624  ;-5,04037e-07
5157  ;-5,51234  ;7,47474  ;9,46927  ;-5,04042e-07
7278  ;-3,83669  ;7,37815  ;9,65078  ;-5,04058e-07
2116  ;-1,73117  ;3,83945  ;4,43406  ;-5,04069e-07
6366  ;-5,96297  ;2,53028  ;9,66408  ;-5,04074e-07
4334  ;-2,33061  ;4,66176  ;9,63074  ;-5,04074e-07
1202  ;-2,33885  ;5,2966  ;9,61847  ;-5,04078e-07
2003  ;-1,71527  ;4,33003  ;6,88376  ;-5,04083e-07
6336  ;-4,72051  ;2,3285  ;9,67383  ;-5,04084e-07
4259  ;-5,55188  ;7,62804  ;8,53633  ;-5,04086e-07
1138  ;-7,90613  ;4,72361  ;8,1114  ;-5,04086e-07
422  ;-3,36858  ;2,04342  ;6,86209  ;-5,04091e-07
4487  ;-7,4168  ;4,53043  ;9,32629  ;-5,04093e-07
6020  ;-7,3988  ;5,51716  ;9,04772  ;-5,04093e-07
7282  ;-5,51274  ;7,38623  ;9,1018  ;-5,04094e-07
3255  ;-5,65479  ;1,62954  ;6,4326  ;-5,04097e-07
6337  ;-5,6132  ;2,58299  ;9,49734  ;-5,04098e-07
2186  ;-4,30315  ;2,68476  ;9,33301  ;-5,04103e-07
4550  ;-2,62582  ;4,09591  ;8,8725  ;-5,04104e-07
1647  ;-2,80174  ;7,8357  ;5,90199  ;-5,04106e-07
6415  ;-8,40964  ;5,20562  ;6,50242  ;-5,04115e-07
3393  ;-7,48706  ;4,71459  ;8,95102  ;-5,04116e-07
7166  ;-2,57674  ;4,01215  ;9,62471  ;-5,04117e-07
508  ;-7,1758  ;7,87159  ;3,61779  ;-5,04117e-07
1126  ;-3,86416  ;7,80365  ;7,83089  ;-5,04122e-07
1288  ;-6,49931  ;7,83744  ;7,3496  ;-5,04133e-07
751  ;-1,77837  ;3,59183  ;5,99546  ;-5,04134e-07
6618  ;-2,58308  ;5,97902  ;9,60623  ;-5,04134e-07
6787  ;-4,42031  ;7,38974  ;9,48416  ;-5,04146e-07
3766  ;-3,6608  ;8,27695  ;5,54981  ;-5,04148e-07
879  ;-2,37839  ;2,6091  ;6,04031  ;-5,04151e-07
5707  ;-6,54158  ;7,01263  ;9,65875  ;-5,04153e-07
5647  ;-7,41743  ;5,96581  ;9,59966  ;-5,04154e-07
4618  ;-2,64884  ;4,37766  ;9,45475  ;-5,04154e-07
4279  ;-2,74393  ;6,06318  ;8,81859  ;-5,04155e-07
3938  ;-4,00673  ;2,59837  ;9,65344  ;-5,04155e-07
1209  ;-2,01636  ;7,29422  ;4,14897  ;-5,04159e-07
1189  ;-2,65328  ;5,58107  ;9,43627  ;-5,04163e-07
2236  ;-6,08598  ;8,06376  ;7,19128  ;-5,04164e-07
1794  ;-6,52357  ;7,50476  ;7,96121  ;-5,04167e-07
7460  ;-9,28007  ;1,58903  ;1,25919  ;-5,04170e-07
5648  ;-7,3285  ;5,60187  ;9,42299  ;-5,04175e-07
2171  ;-6,04834  ;7,5084  ;9,82881  ;-5,04176e-07
926  ;-4,12927  ;8,10673  ;7,26897  ;-5,04177e-07
773  ;-2,51667  ;7,49786  ;3,5018  ;-5,04179e-07
4568  ;-2,55648  ;4,66235  ;8,94305  ;-5,04185e-07
5422  ;-5,52165  ;2,53721  ;8,72162  ;-5,04185e-07
6214  ;-6,97635  ;6,5556  ;9,65494  ;-5,04190e-07
4858  ;-5,90524  ;8,29199  ;6,50193  ;-5,04193e-07
857  ;-7,11494  ;6,99553  ;7,96006  ;-5,04193e-07
2376  ;-3,58266  ;2,77171  ;8,50374  ;-5,04196e-07
6373  ;-4,63278  ;2,6437  ;9,3534  ;-5,04196e-07
5602  ;-2,74968  ;4,38587  ;9,121  ;-5,04200e-07
4261  ;-5,25533  ;7,51168  ;8,8119  ;-5,04206e-07
710  ;-7,01753  ;2,57608  ;7,41751  ;-5,04214e-07
4286  ;-2,55403  ;5,28152  ;8,88699  ;-5,04216e-07
88  ;-3,0409  ;5,34638  ;3,60976  ;-5,04218e-07
7167  ;-2,74342  ;5,57359  ;9,05873  ;-5,04221e-07
1062  ;-5,63889  ;7,84409  ;7,96282  ;-5,04225e-07
2779  ;-5,076  ;2,20076  ;8,17958  ;-5,04229e-07
4368  ;-5,67542  ;1,61651  ;6,06842  ;-5,04235e-07
3251  ;-6,1516  ;7,22422  ;8,64552  ;-5,04235e-07
3209  ;-8,35385  ;5,5952  ;6,30642  ;-5,04240e-07
783  ;-8,21537  ;3,42124  ;4,5966  ;-5,04241e-07
6600  ;-6,66628  ;6,6939  ;9,48376  ;-5,04247e-07
320  ;-7,87384  ;6,69294  ;6,82069  ;-5,04250e-07
2498  ;-3,46262  ;2,57798  ;8,09769  ;-5,04256e-07
1925  ;-7,96354  ;5,65223  ;7,75811  ;-5,04257e-07
3875  ;-2,21746  ;4,53703  ;8,13668  ;-5,04261e-07
496  ;-6,50557  ;8,24263  ;4,76153  ;-5,04263e-07
376  ;-7,49364  ;6,28485  ;3,59576  ;-5,04266e-07
266  ;-4,47796  ;2,52253  ;3,60049  ;-5,04269e-07
6841  ;-2,85202  ;2,00213  ;5,02254  ;-5,04270e-07
1573  ;-2,41712  ;4,13092  ;3,58545  ;-5,04273e-07
4517  ;-1,94081  ;4,46074  ;7,52869  ;-5,04274e-07
301  ;-4,51106  ;7,26431  ;3,57453  ;-5,04275e-07
2570  ;-4,50913  ;7,78002  ;8,12018  ;-5,04276e-07
279  ;-8,1009  ;3,94423  ;6,99977  ;-5,04286e-07
4131  ;-7,70532  ;4,90148  ;9,81204  ;-5,04291e-07
1290  ;-8,06404  ;6,46086  ;6,5827  ;-5,04299e-07
4130  ;-6,85166  ;6,87433  ;9,82994  ;-5,04306e-07
1677  ;-7,61351  ;2,5683  ;5,76819  ;-5,04308e-07
2521  ;-2,88462  ;3,79275  ;8,68702  ;-5,04311e-07
2094  ;-6,89367  ;6,46247  ;8,75417  ;-5,04319e-07
5031  ;-4,25474  ;1,8844  ;7,18483  ;-5,04319e-07
1241  ;-7,21597  ;6,65737  ;8,18368  ;-5,04321e-07
1513  ;-5,23354  ;1,80295  ;4,20047  ;-5,04322e-07
368  ;-7,99174  ;2,9771  ;5,46515  ;-5,04326e-07
2787  ;-1,96673  ;5,19599  ;7,64122  ;-5,04331e-07
503  ;-6,46038  ;8,01341  ;3,88964  ;-5,04333e-07
558  ;-5,23125  ;6,36042  ;3,63154  ;-5,04334e-07
2912  ;-2,11164  ;5,27766  ;7,96785  ;-5,04345e-07
398  ;-7,45075  ;7,83711  ;4,59853  ;-5,04346e-07
2502  ;-4,03486  ;2,42949  ;8,20562  ;-5,04347e-07
1313  ;-3,82982  ;2,04321  ;3,82033  ;-5,04350e-07
1197  ;-2,12977  ;6,85853  ;6,47312  ;-5,04358e-07
568  ;-7,99507  ;7,18594  ;4,60641  ;-5,04364e-07
1906  ;-1,73992  ;3,64222  ;5,24844  ;-5,04373e-07
3253  ;-3,55899  ;6,94174  ;8,65934  ;-5,04375e-07
5009  ;-5,16288  ;2,67826  ;8,78337  ;-5,04388e-07
1328  ;-6,88692  ;3,51443  ;8,68955  ;-5,04401e-07
6122  ;-6,52865  ;6,65425  ;8,95493  ;-5,04404e-07
2776  ;-5,72986  ;2,83327  ;8,88346  ;-5,04405e-07
1456  ;-3,43229  ;1,85133  ;5,74527  ;-5,04408e-07
429  ;-2,82288  ;6,51173  ;3,52473  ;-5,04409e-07
669  ;-5,99458  ;2,02296  ;7,31516  ;-5,04412e-07
2924  ;-3,30509  ;6,58525  ;8,85419  ;-5,04413e-07
856  ;-8,27155  ;5,192  ;6,92526  ;-5,04413e-07
435  ;-2,91984  ;4,46607  ;3,59573  ;-5,04422e-07
1942  ;-5,58065  ;2,44222  ;8,33643  ;-5,04424e-07
1208  ;-2,1359  ;4,24616  ;7,79079  ;-5,04424e-07
3745  ;-7,26817  ;5,79153  ;8,68179  ;-5,04426e-07
4330  ;-5,22059  ;1,89193  ;7,3669  ;-5,04426e-07
2781  ;-6,57057  ;3,26923  ;8,81735  ;-5,04427e-07
4366  ;-6,96341  ;4,02157  ;9,34597  ;-5,04433e-07
1137  ;-8,18633  ;4,59606  ;7,14689  ;-5,04435e-07
927  ;-6,43782  ;2,61433  ;8,05789  ;-5,04439e-07
6851  ;-7,3873  ;4,91732  ;9,63538  ;-5,04445e-07
1382  ;-4,30088  ;7,12712  ;8,93719  ;-5,04448e-07
497  ;-5,90357  ;8,31167  ;4,91568  ;-5,04456e-07
2006  ;-6,38969  ;3,03809  ;8,6016  ;-5,04460e-07
1936  ;-3,98785  ;2,76061  ;8,56808  ;-5,04461e-07
7509  ;-6,45515  ;3,1724  ;9,65228  ;-5,04468e-07
1457  ;-4,04347  ;1,7832  ;4,33654  ;-5,04480e-07
2918  ;-4,96214  ;8,23769  ;6,91183  ;-5,04482e-07
1006  ;-6,08448  ;2,27592  ;3,67442  ;-5,04488e-07
2519  ;-3,15927  ;2,7756  ;7,79637  ;-5,04499e-07
3297  ;-4,98817  ;7,56341  ;9,83171  ;-5,04500e-07
7089  ;-5,54105  ;7,06649  ;9,46145  ;-5,04501e-07
4900  ;-3,27206  ;6,48265  ;9,63956  ;-5,04512e-07
318  ;-7,90233  ;7,13269  ;5,52082  ;-5,04514e-07
823  ;-7,77983  ;7,42723  ;3,78567  ;-5,04516e-07
3401  ;-5,03471  ;2,47782  ;9,83327  ;-5,04521e-07
924  ;-5,3658  ;8,03764  ;7,47048  ;-5,04526e-07
4442  ;-4,05059  ;1,80823  ;6,59126  ;-5,04529e-07
992  ;-3,89845  ;3,22568  ;3,57527  ;-5,04533e-07
5488  ;-2,49972  ;4,98616  ;9,83004  ;-5,04542e-07
1063  ;-6,84776  ;2,38263  ;7,02995  ;-5,04546e-07
5675  ;-3,49312  ;3,30445  ;9,63689  ;-5,04550e-07
2166  ;-7,01045  ;4,44913  ;9,33574  ;-5,04551e-07
1338  ;-7,17904  ;7,91868  ;5,07238  ;-5,04554e-07
786  ;-6,7734  ;7,94473  ;6,19258  ;-5,04554e-07
3744  ;-7,12429  ;5,48107  ;8,87707  ;-5,04559e-07
411  ;-2,85145  ;7,0397  ;7,63576  ;-5,04563e-07
4365  ;-6,75396  ;3,29021  ;9,83357  ;-5,04565e-07
1156  ;-6,58316  ;1,83575  ;5,26091  ;-5,04570e-07
2240  ;-6,15652  ;6,88138  ;8,76245  ;-5,04574e-07
5883  ;-4,38704  ;6,98828  ;9,46866  ;-5,04581e-07
616  ;-6,19927  ;1,89039  ;4,07123  ;-5,04583e-07
448  ;-7,45547  ;6,40983  ;7,87274  ;-5,04584e-07
4779  ;-7,94862  ;4,29343  ;3,877  ;-5,04585e-07
748  ;-7,41459  ;3,48346  ;3,59313  ;-5,04586e-07
3021  ;-9,73509  ;7,01346  ;0,589561  ;-5,04588e-07
226  ;-6,04608  ;2,84895  ;3,56566  ;-5,04588e-07
6104  ;-6,40375  ;6,46707  ;9,32688  ;-5,04592e-07
5056  ;-5,54145  ;6,97798  ;9,09397  ;-5,04595e-07
5263  ;-3,39464  ;6,7861  ;9,82175  ;-5,04597e-07
3964  ;-2,56082  ;6,46756  ;7,86704  ;-5,04599e-07
1558  ;-7,3017  ;7,11959  ;7,3025  ;-5,04599e-07
1059  ;-4,63081  ;7,28445  ;8,65437  ;-5,04600e-07
1022  ;-4,90304  ;8,32683  ;4,76715  ;-5,04602e-07
1620  ;-3,19871  ;3,4195  ;9,82401  ;-5,04608e-07
634  ;-3,44778  ;3,47885  ;8,89164  ;-5,04609e-07
1329  ;-7,22246  ;4,67603  ;8,74206  ;-5,04617e-07
4580  ;-2,81573  ;4,97927  ;8,7648  ;-5,04624e-07
5839  ;-5,61247  ;3,04093  ;9,47315  ;-5,04627e-07
1324  ;-3,41532  ;2,44788  ;3,53129  ;-5,04634e-07
1438  ;-8,2644  ;4,39357  ;6,43788  ;-5,04634e-07
1447  ;-4,39336  ;8,24958  ;6,54079  ;-5,04639e-07
1628  ;-3,8557  ;3,00374  ;9,81288  ;-5,04644e-07
1844  ;-2,23807  ;7,58136  ;3,99154  ;-5,04646e-07
5609  ;-3,06904  ;5,55048  ;9,46401  ;-5,04648e-07
337  ;-7,28823  ;2,93957  ;7,32149  ;-5,04651e-07
4272  ;-4,33968  ;3,1139  ;9,31276  ;-5,04651e-07
2578  ;-6,36907  ;3,59572  ;9,08214  ;-5,04654e-07
7539  ;-6,39725  ;3,58039  ;9,47377  ;-5,04654e-07
5160  ;-2,99896  ;6,1333  ;9,81781  ;-5,04655e-07
2909  ;-3,12213  ;6,22844  ;8,65489  ;-5,04657e-07
2237  ;-6,90956  ;6,09136  ;8,73013  ;-5,04659e-07
7241  ;-3,66722  ;6,45034  ;9,07948  ;-5,04665e-07
2989  ;-6,68542  ;3,84092  ;8,95434  ;-5,04670e-07
394  ;-8,11817  ;6,08635  ;4,12936  ;-5,04671e-07
1149  ;-4,72215  ;8,36497  ;5,8571  ;-5,04672e-07
3609  ;-6,14009  ;2,99926  ;9,81871  ;-5,04676e-07
1775  ;-3,85016  ;7,816  ;7,40227  ;-5,04677e-07
24  ;-5,60922  ;3,13487  ;9,08681  ;-5,04679e-07
4243  ;-3,11061  ;4,40908  ;9,47338  ;-5,04684e-07
1922  ;-7,94874  ;4,46813  ;7,47383  ;-5,04685e-07
2320  ;-4,62224  ;1,82521  ;4,2707  ;-5,04688e-07
2773  ;-7,3865  ;4,45706  ;8,41816  ;-5,04692e-07
4880  ;-3,70489  ;6,43936  ;9,45475  ;-5,04695e-07
447  ;-3,45291  ;7,23253  ;8,03693  ;-5,04695e-07
2142  ;-3,94718  ;6,88976  ;8,73021  ;-5,04696e-07
1865  ;-6,11849  ;7,33689  ;8,1893  ;-5,04696e-07
7245  ;-4,39427  ;6,82692  ;9,12943  ;-5,04700e-07
430  ;-3,30435  ;5,93357  ;3,61573  ;-5,04700e-07
2091  ;-6,82607  ;6,54433  ;8,4297  ;-5,04701e-07
3577  ;-6,87921  ;5,59255  ;9,4701  ;-5,04702e-07
7309  ;-6,89999  ;4,44582  ;8,93882  ;-5,04708e-07
4444  ;-7,00212  ;6,11365  ;9,825  ;-5,04709e-07
6028  ;-3,15918  ;5,54301  ;9,08645  ;-5,04710e-07
1989  ;-6,12566  ;7,02114  ;9,82881  ;-5,04711e-07
1436  ;-8,12827  ;3,5218  ;5,74538  ;-5,04712e-07
3334  ;-3,00009  ;3,87089  ;9,82401  ;-5,04716e-07
5673  ;-4,66931  ;3,07284  ;9,33315  ;-5,04718e-07
6378  ;-3,58731  ;3,73651  ;9,45622  ;-5,04727e-07
4994  ;-3,8463  ;6,98711  ;9,82175  ;-5,04728e-07
1699  ;-7,22862  ;3,71227  ;8,20517  ;-5,04729e-07
3900  ;-6,94826  ;3,74426  ;9,83357  ;-5,04733e-07
1097  ;-3,73565  ;2,31839  ;7,50519  ;-5,04736e-07
1678  ;-1,878  ;4,01718  ;6,65128  ;-5,04740e-07
1622  ;-3,21144  ;4,41728  ;9,13963  ;-5,04740e-07
6931  ;-3,52649  ;1,80891  ;5,13112  ;-5,04742e-07
1939  ;-4,66451  ;1,76887  ;6,72891  ;-5,04743e-07
1768  ;-3,45936  ;7,93492  ;6,56831  ;-5,04745e-07
900  ;-5,49921  ;8,14779  ;4,26719  ;-5,04752e-07
3260  ;-5,99592  ;3,05395  ;8,65855  ;-5,04757e-07
1421  ;-2,33877  ;6,33467  ;7,50957  ;-5,04761e-07
7072  ;-1,91352  ;3,53725  ;4,14944  ;-5,04763e-07
763  ;-4,56409  ;2,27521  ;7,89066  ;-5,04763e-07
2238  ;-6,03349  ;6,58461  ;9,3028  ;-5,04764e-07
5473  ;-6,76928  ;5,6037  ;9,07411  ;-5,04768e-07
1561  ;-5,11875  ;8,38924  ;5,75031  ;-5,04770e-07
1938  ;-5,22187  ;2,58328  ;8,39818  ;-5,04772e-07
2306  ;-3,26145  ;3,84474  ;8,74501  ;-5,04773e-07
3876  ;-2,5901  ;4,4128  ;8,28361  ;-5,04774e-07
1400  ;-2,2447  ;5,59685  ;3,74155  ;-5,04776e-07
1759  ;-3,40899  ;8,04638  ;4,03014  ;-5,04782e-07
1287  ;-6,68002  ;7,16348  ;7,90561  ;-5,04785e-07
3229  ;-7,96964  ;2,91809  ;4,5857  ;-5,04787e-07
2301  ;-2,8008  ;3,38376  ;7,94201  ;-5,04790e-07
1451  ;-3,45959  ;1,86702  ;4,26319  ;-5,04795e-07
2959  ;-7,85082  ;3,66252  ;3,74546  ;-5,04796e-07
1694  ;-5,99948  ;1,8367  ;6,48188  ;-5,04796e-07
1170  ;-6,93747  ;1,97071  ;4,50542  ;-5,04808e-07
6216  ;-6,41926  ;6,12156  ;9,31983  ;-5,04815e-07
1025  ;-5,07411  ;7,88283  ;3,87955  ;-5,04818e-07
1787  ;-7,84992  ;4,03019  ;7,42673  ;-5,04818e-07
4169  ;-4,62576  ;2,06178  ;7,46733  ;-5,04823e-07
702  ;-6,00347  ;2,49057  ;7,94926  ;-5,04824e-07
7100  ;-1,13218  ;1,27998  ;1,79851  ;-5,04825e-07
456  ;-8,1599  ;5,80693  ;6,66489  ;-5,04830e-07
1983  ;-2,50331  ;2,48608  ;3,61999  ;-5,04834e-07
6376  ;-3,65074  ;3,81342  ;9,09574  ;-5,04839e-07
7034  ;-3,29541  ;7,69324  ;6,93124  ;-5,04840e-07
3040  ;-5,01621  ;7,1401  ;8,66393  ;-5,04845e-07
3700  ;-5,84292  ;6,75149  ;8,93532  ;-5,04854e-07
6223  ;-1,92277  ;6,73546  ;5,28382  ;-5,04860e-07
2947  ;-6,68414  ;3,94362  ;9,65506  ;-5,04860e-07
5174  ;-5,8801  ;6,81995  ;9,62973  ;-5,04865e-07
1726  ;-3,67461  ;7,90858  ;3,84534  ;-5,04875e-07
2757  ;-6,09573  ;3,65085  ;9,46137  ;-5,04877e-07
2725  ;-6,26174  ;1,80322  ;5,34633  ;-5,04894e-07
1833  ;-2,5202  ;3,57595  ;7,62695  ;-5,04895e-07
1458  ;-3,66463  ;7,4622  ;3,59276  ;-5,04900e-07
5421  ;-3,64886  ;6,10719  ;9,07388  ;-5,04904e-07
132  ;-1,96539  ;5,55225  ;4,04681  ;-5,04906e-07
6484  ;-3,52539  ;6,92481  ;8,26137  ;-5,04912e-07
7328  ;-4,07101  ;6,73995  ;9,63694  ;-5,04915e-07
5722  ;-3,68653  ;6,09622  ;9,44915  ;-5,04916e-07
2913  ;-5,25773  ;7,79039  ;7,76331  ;-5,04920e-07
7535  ;-5,90672  ;3,24627  ;9,63988  ;-5,04920e-07
1281  ;-5,68669  ;7,46352  ;8,10018  ;-5,04927e-07
3480  ;-3,31166  ;5,89582  ;8,88114  ;-5,04929e-07
3335  ;-8,06266  ;5,53659  ;7,06988  ;-5,04929e-07
5721  ;-3,25919  ;5,89232  ;9,63397  ;-5,04931e-07
4103  ;-5,13442  ;6,88359  ;8,92593  ;-5,04933e-07
7281  ;-4,8424  ;6,72774  ;9,10859  ;-5,04933e-07
3395  ;-7,08303  ;5,07408  ;8,65515  ;-5,04941e-07
603  ;-7,91061  ;5,05534  ;3,94371  ;-5,04950e-07
6024  ;-2,47374  ;5,41141  ;8,07098  ;-5,04953e-07
7280  ;-5,26178  ;6,92799  ;9,63263  ;-5,04955e-07
6233  ;-3,94527  ;3,71558  ;9,45252  ;-5,04956e-07
6545  ;-6,06755  ;3,66619  ;9,06974  ;-5,04957e-07
5709  ;-6,70756  ;5,90643  ;9,64677  ;-5,04957e-07
3256  ;-3,30015  ;4,09419  ;9,64334  ;-5,04970e-07
7276  ;-4,97017  ;6,68363  ;9,44782  ;-5,04970e-07
6379  ;-4,09905  ;3,2869  ;9,63319  ;-5,04971e-07
6869  ;-4,69511  ;6,88166  ;9,6469  ;-5,04977e-07
1489  ;-5,74895  ;8,29088  ;5,88029  ;-5,04981e-07
1277  ;-2,29866  ;4,86976  ;7,89226  ;-5,04981e-07
659  ;-6,9842  ;7,37453  ;7,05469  ;-5,04985e-07
832  ;-8,29964  ;4,9307  ;6,22388  ;-5,04990e-07
5037  ;-6,04901  ;6,2391  ;9,29574  ;-5,04991e-07
4516  ;-5,4359  ;8,31959  ;5,33392  ;-5,04994e-07
1453  ;-4,08766  ;1,7503  ;5,86182  ;-5,04998e-07
994  ;-5,6099  ;1,70367  ;5,14378  ;-5,05000e-07
2713  ;-1,75046  ;5,86047  ;4,87618  ;-5,05000e-07
1353  ;-4,65369  ;1,69332  ;6,03107  ;-5,05002e-07
2926  ;-4,04057  ;6,58957  ;8,92244  ;-5,05006e-07
2832  ;-6,8657  ;3,60054  ;8,3141  ;-5,05018e-07
6934  ;-5,30738  ;1,80105  ;6,66379  ;-5,05022e-07
712  ;-3,99525  ;9,77452  ;0,606717  ;-5,05027e-07
2188  ;-3,6532  ;3,28339  ;8,49452  ;-5,05028e-07
1713  ;-7,57475  ;2,39506  ;4,06904  ;-5,05035e-07
1540  ;-3,46755  ;6,54673  ;3,61822  ;-5,05035e-07
6703  ;-7,52657  ;5,75994  ;7,95731  ;-5,05035e-07
1841  ;-1,69361  ;5,50551  ;5,74071  ;-5,05037e-07
4807  ;-4,98672  ;7,12601  ;9,83171  ;-5,05038e-07
4099  ;-6,56005  ;5,93763  ;8,92384  ;-5,05038e-07
5797  ;-2,75461  ;6,09125  ;8,09839  ;-5,05038e-07
586  ;-6,35986  ;3,05687  ;8,23585  ;-5,05042e-07
2103  ;-7,30297  ;5,63636  ;8,24421  ;-5,05043e-07
2404  ;-5,87529  ;3,35555  ;8,8619  ;-5,05045e-07
2382  ;-5,10722  ;3,12518  ;8,79267  ;-5,05047e-07
1357  ;-3,85604  ;1,76977  ;4,96247  ;-5,05052e-07
6339  ;-2,9577  ;3,82111  ;8,26083  ;-5,05053e-07
4448  ;-1,72375  ;4,41567  ;6,1038  ;-5,05061e-07
6  ;-5,32104  ;3,15671  ;9,65444  ;-5,05064e-07
3182  ;-5,03446  ;2,91315  ;9,83327  ;-5,05065e-07
6270  ;-4,83281  ;3,31106  ;8,99932  ;-5,05066e-07
1859  ;-7,08837  ;6,92448  ;7,58856  ;-5,05070e-07
6269  ;-4,21092  ;3,44682  ;8,95228  ;-5,05076e-07
811  ;-6,99812  ;7,45585  ;3,51307  ;-5,05080e-07
4679  ;-4,00869  ;3,79249  ;9,09203  ;-5,05082e-07
2389  ;-5,34536  ;3,28572  ;8,93427  ;-5,05092e-07
2515  ;-3,46441  ;4,1793  ;8,94911  ;-5,05093e-07
4482  ;-5,04337  ;3,43654  ;9,47474  ;-5,05093e-07
1316  ;-2,38307  ;2,38824  ;4,0173  ;-5,05096e-07
5175  ;-2,9458  ;4,98446  ;9,83004  ;-5,05097e-07
28  ;-5,07095  ;3,4716  ;9,14092  ;-5,05098e-07
733  ;-7,10219  ;7,57836  ;6,3726  ;-5,05101e-07
1127  ;-2,83037  ;7,16439  ;7,14315  ;-5,05101e-07
1276  ;-2,15376  ;4,78809  ;7,56563  ;-5,05105e-07
6333  ;-4,75679  ;3,19297  ;9,65357  ;-5,05109e-07
1304  ;-3,20069  ;5,26432  ;9,6462  ;-5,05113e-07
5626  ;-7,26982  ;3,57059  ;7,84863  ;-5,05116e-07
4818  ;-6,70111  ;4,11512  ;8,72385  ;-5,05117e-07
6803  ;-3,49335  ;4,97134  ;9,46553  ;-5,05124e-07
4830  ;-6,99498  ;5,01607  ;9,82333  ;-5,05125e-07
3983  ;-8,31667  ;4,7575  ;5,42031  ;-5,05125e-07
3211  ;-4,5462  ;7,34711  ;8,17927  ;-5,05126e-07
1222  ;-2,30604  ;7,38556  ;5,19357  ;-5,05126e-07
3903  ;-5,08071  ;1,70973  ;4,98506  ;-5,05128e-07
3739  ;-7,16886  ;4,08153  ;8,25154  ;-5,05130e-07
1422  ;-2,52883  ;6,86056  ;6,9753  ;-5,05133e-07
1203  ;-2,0436  ;4,47294  ;7,1733  ;-5,05134e-07
1028  ;-3,11964  ;2,08197  ;5,59319  ;-5,05142e-07
324  ;-7,42403  ;7,30956  ;6,23728  ;-5,05144e-07
6025  ;-3,23846  ;4,69148  ;9,64937  ;-5,05149e-07
2936  ;-6,84197  ;6,17321  ;8,40566  ;-5,05157e-07
5403  ;-6,74282  ;4,70115  ;9,64482  ;-5,05161e-07
4369  ;-6,31997  ;6,71463  ;8,43417  ;-5,05163e-07
1732  ;-7,94254  ;3,76818  ;6,65312  ;-5,05168e-07
903  ;-7,46825  ;2,99953  ;6,81035  ;-5,05169e-07
3291  ;-4,36264  ;1,71407  ;5,34025  ;-5,05169e-07
1537  ;-3,07634  ;1,98773  ;4,41122  ;-5,05180e-07
2245  ;-1,89928  ;6,55011  ;4,55792  ;-5,05183e-07
6791  ;-7,60258  ;5,00514  ;7,89305  ;-5,05184e-07
2911  ;-3,26002  ;4,93726  ;8,76891  ;-5,05186e-07
5152  ;-6,71024  ;5,32285  ;9,6451  ;-5,05189e-07
255  ;-7,45159  ;6,7245  ;7,21518  ;-5,05198e-07
5434  ;-6,61941  ;4,70355  ;8,90856  ;-5,05209e-07
6230  ;-3,61659  ;4,92341  ;9,11571  ;-5,05216e-07
186  ;-6,50132  ;4,44243  ;3,68174  ;-5,05220e-07
3273  ;-3,46253  ;4,65175  ;8,96579  ;-5,05229e-07
1758  ;-2,767  ;7,82679  ;4,817  ;-5,05229e-07
1420  ;-3,87398  ;7,39578  ;7,80364  ;-5,05229e-07
1219  ;-4,7197  ;7,86694  ;3,92313  ;-5,05239e-07
3512  ;-6,37205  ;8,1543  ;5,24145  ;-5,05240e-07
584  ;-6,59908  ;2,76526  ;7,64596  ;-5,05245e-07
6616  ;-6,58737  ;5,33971  ;8,90975  ;-5,05247e-07
6348  ;-4,89439  ;6,32406  ;9,08795  ;-5,05256e-07
6489  ;-6,32768  ;4,828  ;9,13687  ;-5,05258e-07
3974  ;-3,41408  ;5,20892  ;8,91883  ;-5,05259e-07
5652  ;-6,34062  ;4,82229  ;9,47622  ;-5,05277e-07
4585  ;-2,06951  ;5,20819  ;7,28583  ;-5,05283e-07
1553  ;-6,27494  ;6,99562  ;8,1337  ;-5,05287e-07
1786  ;-8,04354  ;3,77997  ;4,19875  ;-5,05288e-07
1221  ;-2,84598  ;7,86966  ;4,12858  ;-5,05290e-07
468  ;-2,97751  ;2,9858  ;3,56376  ;-5,05291e-07
5482  ;-6,30809  ;5,17514  ;9,4765  ;-5,05292e-07
1572  ;-4,05838  ;3,27229  ;8,55886  ;-5,05293e-07
1216  ;-1,80296  ;5,93601  ;5,76118  ;-5,05293e-07
